,series,trial,intensity,rating,fired
0,0,0,41,5.0000000000002,1
1,0,1,42,8.00000000000007,1
2,0,2,43,5.999999999999988,1
3,0,3,44,12.00000000000017,1
4,0,4,45,20.500000000000007,1
5,0,5,46,43.499999999999986,1
6,0,6,47,66.49999999999987,1
7,0,7,48,92.0000000000001,1
8,0,8,49,100.0,1
9,1,0,41,19.000000000000007,1
10,1,1,42,18.500000000000107,1
11,1,2,43,9.000000000000096,1
12,1,3,44,19.500000000000178,1
13,1,4,45,44.49999999999999,1
14,1,5,46,53.49999999999996,1
15,1,6,47,76.9999999999999,1
16,1,7,48,100.0,1
17,2,0,41,8.500000000000096,1
18,2,1,42,8.00000000000006,1
19,2,2,43,8.00000000000007,1
20,2,3,44,19.000000000000107,1
21,2,4,45,34.50000000000002,1
22,2,5,46,50.00000000000007,1
23,2,6,47,82.49999999999997,1
24,2,7,48,100.0,1
