,series,trial,intensity,rating,fired
0,0,0,41,7.5000000000002025,1
1,0,1,42,23.500000000000163,1
2,0,2,43,42.99999999999996,1
3,0,3,44,47.49999999999997,1
4,0,4,45,53.0000000000001,1
5,1,0,41,3.9999999999999996,1
6,1,1,42,15.500000000000174,1
7,1,2,43,37.000000000000085,1
8,1,3,44,51.00000000000003,1
9,1,4,45,70.0,1
10,2,0,41,2.500000000000058,1
11,2,1,42,16.000000000000068,1
12,2,2,43,45.000000000000014,1
13,2,3,44,51.0000000000001,1
14,2,4,45,59.499999999999964,1
15,2,5,46,68.49999999999983,1
