,p_val,t_low_bound,p_low_bound,df_low_bound,t_high_bound,p_high_bound,df_high_bound,mean_diff,cohen_dz_bounds,sd_diff,raw_diff,n_participants
0,0.003146205616791421,3.507661668048827,0.0004892999704160101,49.0,-2.855036878880361,0.003146205616791421,49.0,0.005928571428571427,0.45,0.12846993033265044,0.0578114686496927,50
