,temp_pic_mean_all,temp_pic_max_all,temp_pic_min_all,temp_plateau_mean_all,temp_plateau_max_all,temp_plateau_min_all,temp_placebo_mean_all,temp_placebo_max_all,temp_placebo_min_all,temp_pic_sd,temp_plateau_sd,temp_placebo_sd
0,0.7874999999999999,1.0,0.4,45.84464285714286,49.4,41.8,44.11071428571428,48.2,41.0,0.1610223022384844,1.6237912587361876,1.8791369945152598
