,total_participants,total_males,total_females,total_others,mean_age,sd_age,min_age,max_age,age_males_mean,age_females_mean,age_others_mean,age_males_min,age_females_min,age_others min,age_males_max,age_females_max,age_others_max
0,56,17,38,1,27.446428571428573,9.083290638924247,19.0,58.0,27.176470588235293,27.31578947368421,37.0,20.0,19.0,37.0,49.0,58.0,37.0
