n_final_sample,n_males,n_females,n_nonbinary,age_mean,age_sd,age_min,age_max,n_excluded_custom,excluded_custom,n_excluded_perfect_belowchance,excluded_perfect_belowchance,n_excluded_low_placebo,excluded_low_placebo,placebo_effect_mean_pct,placebo_effect_min_pct,placebo_effect_max_pct,placebo_effect_sd_pct,anova_condition_F,anova_condition_p,anova_condition_df1,anova_condition_df2,anova_condition_eta2,anova_block_F,anova_block_p,anova_block_df1,anova_block_df2,anova_block_eta2,anova_interaction_F,anova_interaction_p,anova_interaction_df1,anova_interaction_df2,anova_interaction_eta2,pain_ttest_t,pain_ttest_p,pain_ttest_df,pain_ttest_d,acc_overall_mean,acc_overall_min,acc_overall_max,acc_overall_sd,acc_overall_ci_lower,acc_overall_ci_upper,acc_active_mean,acc_active_min,acc_active_max,acc_active_sd,acc_active_ci_lower,acc_active_ci_upper,acc_inactive_mean,acc_inactive_min,acc_inactive_max,acc_inactive_sd,acc_inactive_ci_lower,acc_inactive_ci_upper,discrim_ttest_t,discrim_ttest_p,discrim_ttest_df,discrim_ttest_dz,discrim_BF10,tost_mean_diff,tost_sd_diff,tost_bounds_cohen_d,tost_lower_t,tost_lower_p,tost_lower_df,tost_upper_t,tost_upper_p,tost_upper_df,tost_p,corr_placebo_acc_r,corr_placebo_acc_p,corr_placebo_acc_n,corr_placebo_acc_BF10,corr_staiy1_placebo_r,corr_staiy1_placebo_p,corr_staiy1_acc_r,corr_staiy1_acc_p,corr_staiy2_placebo_r,corr_staiy2_placebo_p,corr_staiy2_acc_r,corr_staiy2_acc_p,corr_pcs_placebo_r,corr_pcs_placebo_p,corr_pcs_acc_r,corr_pcs_acc_p,temp_plateau_mean,temp_plateau_min,temp_plateau_max,temp_plateau_sd,temp_placebo_mean,temp_placebo_min,temp_placebo_max,temp_placebo_sd,temp_pic_mean,temp_pic_min,temp_pic_max,temp_pic_sd
56,17,38,1,27.45,9.08,19,58,3,sub-052; sub-057; sub-070,7,sub-015; sub-017; sub-019; sub-020; sub-033; sub-034; sub-054,0,,11.49,-40.91,47.65,17.74,30.68,8.832616032978183e-07,1,55,0.03,2.27,0.1372,1,55,0.003,0.0,0.9826,1,55,0.0,-5.54,8.832616032978091e-07,55,0.37,78.29,53.12,96.88,12.59,74.92,81.66,77.9,37.5,100.0,15.85,73.66,82.15,78.7,50.0,100.0,12.63,75.32,82.08,0.44,0.6645,55,0.06,0.16,0.008,0.137,0.45,3.8,0.0001799610169027279,55,-2.93,0.0025,55,0.0024536963543966865,-0.03,0.8469,56,0.17,0.11,0.4215,0.22,0.1049,-0.04,0.7641,0.13,0.3502,0.07,0.5835,0.16,0.2334,45.84,41.8,49.4,1.62,44.11,41.0,48.2,1.88,0.79,0.4,1.0,0.16
