,temp_pic_mean_all,temp_pic_max_all,temp_pic_min_all,temp_plateau_mean_all,temp_plateau_max_all,temp_plateau_min_all,temp_placebo_mean_all,temp_placebo_max_all,temp_placebo_min_all,temp_pic_sd,temp_plateau_sd,temp_placebo_sd
0,0.7657894736842105,1.0,0.38,45.8,49.4,41.8,44.028070175438586,48.2,41.0,0.1734929740078116,1.659496481294423,1.886110357508742
