,p_val,t_low_bound,p_low_bound,df_low_bound,t_high_bound,p_high_bound,df_high_bound,mean_diff,cohen_dz_bounds,sd_diff,raw_diff,n_participants
0,0.003978174968370943,4.228459024809738,4.149741489452441e-05,59.0,-2.747326862216135,0.003978174968370943,59.0,0.012718253968253967,0.45,0.13302684812577237,0.059862081656597566,60
