n_final_sample,n_males,n_females,n_nonbinary,age_mean,age_sd,age_min,age_max,n_excluded_custom,excluded_custom,n_excluded_perfect_belowchance,excluded_perfect_belowchance,n_excluded_low_placebo,excluded_low_placebo,placebo_effect_mean_pct,placebo_effect_min_pct,placebo_effect_max_pct,placebo_effect_sd_pct,anova_condition_F,anova_condition_p,anova_condition_df1,anova_condition_df2,anova_condition_eta2,anova_block_F,anova_block_p,anova_block_df1,anova_block_df2,anova_block_eta2,anova_interaction_F,anova_interaction_p,anova_interaction_df1,anova_interaction_df2,anova_interaction_eta2,pain_ttest_t,pain_ttest_p,pain_ttest_df,pain_ttest_d,acc_overall_mean,acc_overall_min,acc_overall_max,acc_overall_sd,acc_overall_ci_lower,acc_overall_ci_upper,acc_active_mean,acc_active_min,acc_active_max,acc_active_sd,acc_active_ci_lower,acc_active_ci_upper,acc_inactive_mean,acc_inactive_min,acc_inactive_max,acc_inactive_sd,acc_inactive_ci_lower,acc_inactive_ci_upper,discrim_ttest_t,discrim_ttest_p,discrim_ttest_df,discrim_ttest_dz,discrim_BF10,tost_mean_diff,tost_sd_diff,tost_bounds_cohen_d,tost_lower_t,tost_lower_p,tost_lower_df,tost_upper_t,tost_upper_p,tost_upper_df,tost_p,corr_placebo_acc_r,corr_placebo_acc_p,corr_placebo_acc_n,corr_placebo_acc_BF10,corr_staiy1_placebo_r,corr_staiy1_placebo_p,corr_staiy1_acc_r,corr_staiy1_acc_p,corr_staiy2_placebo_r,corr_staiy2_placebo_p,corr_staiy2_acc_r,corr_staiy2_acc_p,corr_pcs_placebo_r,corr_pcs_placebo_p,corr_pcs_acc_r,corr_pcs_acc_p,temp_plateau_mean,temp_plateau_min,temp_plateau_max,temp_plateau_sd,temp_placebo_mean,temp_placebo_min,temp_placebo_max,temp_placebo_sd,temp_pic_mean,temp_pic_min,temp_pic_max,temp_pic_sd
60,18,41,1,26.97,8.96,18,58,3,sub-052; sub-057; sub-070,0,,0,,11.12,-40.91,47.65,18.47,31.46,5.696931149751612e-07,1,59,0.029,5.01,0.029,1,59,0.005,0.51,0.4759,1,59,0.0,-5.61,5.696931149751641e-07,59,0.36,75.67,18.75,100.0,17.05,71.26,80.07,75.04,31.25,100.0,18.95,70.15,79.94,76.31,6.25,100.0,17.64,71.76,80.87,0.74,0.4619,59,0.07,0.183,0.013,0.133,0.45,4.23,4.181061397497883e-05,59,-2.75,0.004,59,0.004001931979506493,0.15,0.2509,60,0.307,-0.02,0.9077,-0.0,0.9828,-0.04,0.7592,0.15,0.2494,0.13,0.3256,0.09,0.5273,45.78,41.8,49.4,1.64,43.99,41.0,48.2,1.87,0.77,0.38,1.0,0.17
