,total_participants,total_males,total_females,total_others,mean_age,sd_age,min_age,max_age,age_males_mean,age_females_mean,age_others_mean,age_males_min,age_females_min,age_others min,age_males_max,age_females_max,age_others_max
0,60,18,41,1,26.966666666666665,8.95557144391164,18.0,58.0,26.555555555555557,26.902439024390244,37.0,18.0,19.0,37.0,49.0,58.0,37.0
