trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_test.thisRepN,loop_test.thisTrialN,loop_test.thisN,loop_test.thisIndex,loop_eval_discri.thisRepN,loop_eval_discri.thisTrialN,loop_eval_discri.thisN,loop_eval_discri.thisIndex,loop_eval.thisRepN,loop_eval.thisTrialN,loop_eval.thisN,loop_eval.thisIndex,loop_discri.thisRepN,loop_discri.thisTrialN,loop_discri.thisN,loop_discri.thisIndex,thisRow.t,notes,Set_up.started,Set_up.stopped,electrode_check.started,electrode_check.stopped,instructions_eval.started,instructions_eval.stopped,pause_5_test.started,pause_5_test.stopped,Phase_Test.started,thermode_locali.started,Phase_Test.stopped,loca_thermode,condition,temp_trial_sent,eval_douleur.started,eval_douleur.stopped,ratingScale.response,ratingScale.rt,thermode_locali.stopped,Fin_test.started,text.started,Fin_test.stopped,pause_5_EVA.started,pause_5_EVA.stopped,tâche_EVA.started,thermode_locali_EVA.started,tâche_EVA.stopped,thermode_locali_EVA.stopped,instructions_discrim.started,instructions_discrim.stopped,pause_5_pic.started,pause_5_pic.stopped,tâche_PIC.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,tâche_PIC.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,dur_pic,dur_rise,pic_presence,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,break_entre_bloc.started,break_entre_bloc.stopped,merci.started,merci.stopped,participant,temp_flat,temp_active,temp_pic_set,com_thermode,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,208.391197799996,,0.01973189995624125,203.04126490000635,203.04158249998,207.20805339998333,207.2080601999769,208.37471319996985,208.3749968999764,213.37471249996452,213.37471859995276,213.39127600000938,225.37476469995454,0,inactive,46.6,225.37498819996836,227.52745699998923,23.499999999999996,2.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,46.6,45.2,47.5,COM3,2026-05-25_10h44.22.601,2024_RDpaindiscrimination_maintask,2023.2.3,59.98875809096853,2026-05-25 10h44.44.383667 -0400,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,227.5413907999755,,,,,,,,227.528690200008,232.5248544999631,232.52485929999966,232.5415243000025,244.52524379995884,1,active,45.2,244.52539869997418,247.60965949995443,26.000000000000192,3.064,244.55835899995873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,46.6,45.2,47.5,COM3,2026-05-25_10h44.22.601,2024_RDpaindiscrimination_maintask,2023.2.3,59.98875809096853,2026-05-25 10h44.44.383667 -0400,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,247.62506849999772,,,,,,,,247.61042599997018,252.60843059996841,252.60843540000496,252.62507459998596,264.60867339995457,2,inactive,46.6,264.6088205999695,266.50914499996,51.00000000000003,1.88,264.6418321999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,46.6,45.2,47.5,COM3,2026-05-25_10h44.22.601,2024_RDpaindiscrimination_maintask,2023.2.3,59.98875809096853,2026-05-25 10h44.44.383667 -0400,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,266.5253320999909,,,,,,,,266.5098957999726,271.508599599998,271.5086049999809,271.5252228999743,283.5087956999778,3,active,45.2,283.50892639998347,285.09349120000843,24.999999999999982,1.565,283.5420041999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,46.6,45.2,47.5,COM3,2026-05-25_10h44.22.601,2024_RDpaindiscrimination_maintask,2023.2.3,59.98875809096853,2026-05-25 10h44.44.383667 -0400,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,285.1087025000015,,,,,,,,285.09408599999733,290.0921534000081,290.0921585999895,290.10881989996415,302.0926959000062,0,active,45.2,302.09284949995345,303.6609843999613,30.00000000000007,1.548,302.12563429999864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,46.6,45.2,47.5,COM3,2026-05-25_10h44.22.601,2024_RDpaindiscrimination_maintask,2023.2.3,59.98875809096853,2026-05-25 10h44.44.383667 -0400,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,303.6756683999556,,,,,,,,303.6613849999849,308.65909639996244,308.6591014000005,308.67571849998785,320.65923140000086,1,inactive,46.6,320.6593799999682,323.1774250000017,50.49999999999997,2.497,320.69242859998485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,46.6,45.2,47.5,COM3,2026-05-25_10h44.22.601,2024_RDpaindiscrimination_maintask,2023.2.3,59.98875809096853,2026-05-25 10h44.44.383667 -0400,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,323.19247209996684,,,,,,,,323.1781560999807,328.1760407999973,328.1760593999643,328.19272509997245,340.17644599999767,2,inactive,46.6,340.17658470000606,342.6771112999995,45.999999999999986,2.481,340.2093974999734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,46.6,45.2,47.5,COM3,2026-05-25_10h44.22.601,2024_RDpaindiscrimination_maintask,2023.2.3,59.98875809096853,2026-05-25 10h44.44.383667 -0400,
0,0,0,0,7,0,7,0,,,,,,,,,,,,,342.69274809997296,,,,,,,,342.6773434999632,347.6760418000049,347.6760464999825,347.6928043999942,359.676371599955,3,active,45.2,359.6765066999942,361.695539599983,39.999999999999936,2.0,359.70950609998545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,46.6,45.2,47.5,COM3,2026-05-25_10h44.22.601,2024_RDpaindiscrimination_maintask,2023.2.3,59.98875809096853,2026-05-25 10h44.44.383667 -0400,
0,0,0,0,8,0,8,0,,,,,,,,,,,,,361.7095565999625,,,,,,,,361.69633099995553,366.6929795999895,366.6929841999663,366.70958599995356,378.6932961999555,0,active,45.2,378.6934328000061,382.9275306999916,10.500000000000071,4.214,378.7264626999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,46.6,45.2,47.5,COM3,2026-05-25_10h44.22.601,2024_RDpaindiscrimination_maintask,2023.2.3,59.98875809096853,2026-05-25 10h44.44.383667 -0400,
0,0,0,0,9,0,9,0,,,,,,,,,,,,,382.94307769997977,,,,,,,,382.928652099974,387.92651119997026,387.9265160000068,387.9432395999902,399.92685039999196,1,inactive,46.6,399.926987999992,402.7275209999643,39.500000000000014,2.739,399.9933755999664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,46.6,45.2,47.5,COM3,2026-05-25_10h44.22.601,2024_RDpaindiscrimination_maintask,2023.2.3,59.98875809096853,2026-05-25 10h44.44.383667 -0400,
