,series,trial,intensity,rating,fired
0,0,0,41,11.000000000000071,1
1,0,1,42,19.500000000000078,1
2,0,2,43,24.0000000000002,1
3,0,3,44,33.00000000000017,1
4,0,4,45,41.50000000000003,1
5,0,5,46,59.0,1
6,0,6,47,72.99999999999989,1
7,1,0,41,18.500000000000007,1
8,1,1,42,13.500000000000004,1
9,1,2,43,15.500000000000005,1
10,1,3,44,29.999999999999964,1
11,1,4,45,28.49999999999997,1
12,1,5,46,45.000000000000014,1
13,1,6,47,61.99999999999996,1
14,1,7,48,71.49999999999989,1
15,2,0,41,22.000000000000135,1
16,2,1,42,31.000000000000068,1
17,2,2,43,30.50000000000007,1
18,2,3,44,23.00000000000013,1
19,2,4,45,49.49999999999989,1
20,2,5,46,60.999999999999936,1
21,2,6,47,71.4999999999999,1
