,Source,SS,ddof1,ddof2,MS,F,p-unc,p-GG-corr,ng2,eps
0,condition,0.015465149237989797,1,42,0.015465149237989797,1.0921302828975146,0.3019773311495535,0.3019773311495535,0.002030024548706478,1.0
1,block,0.029122501713863765,1,42,0.029122501713863765,1.2549115085207185,0.268981576496444,0.268981576496444,0.003815908746403142,1.0
2,condition * block,0.009433666877603959,1,42,0.009433666877603959,0.5238986299981966,0.47319580957347473,0.47319580957347473,0.0012392864074344029,1.0
