,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,0.0,1
2,0,2,43,0.0,1
3,0,3,44,1.0000000000000584,1
4,0,4,45,4.0000000000002,1
5,0,5,46,25.000000000000124,1
6,0,6,47,65.50000000000001,1
7,0,7,48,95.00000000000007,1
8,0,8,49,96.50000000000009,1
9,1,0,41,3.0000000000000937,1
10,1,1,42,10.000000000000204,1
11,1,2,43,17.500000000000078,1
12,1,3,44,41.99999999999996,1
13,1,4,45,36.50000000000002,1
14,1,5,46,54.999999999999915,1
15,1,6,47,81.49999999999984,1
16,1,7,48,94.00000000000006,1
17,2,0,41,6.5000000000000675,1
18,2,1,42,2.0000000000000675,1
19,2,2,43,3.0000000000001292,1
20,2,3,44,5.500000000000201,1
21,2,4,45,48.00000000000004,1
22,2,5,46,65.49999999999984,1
23,2,6,47,81.99999999999982,1
24,2,7,48,86.99999999999989,1
