trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,discrimin_resp.started,percu_or.started,responser.started,thermode_locali_pic.stopped,discrimin_resp.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,286.5168034999988,,,,286.501148299998,291.5002585999973,291.500263599999,291.5169012999977,299.50040479999734,299.50040479999734,299.50040479999734,301.7171049999997,302.50043469999946,302.50043469999946,302.50043469999946,302.48383639999884,4.35,4.45,434,445,8,3,1.2,0.75,456,2,464,0.7999999999999999,1,m,0.36172219999934896,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
11,0,11,0,302.50043469999946,,,,302.48476049999954,307.48391529999935,307.48391999999876,307.5004227999998,315.48379360000035,315.48379360000035,315.48379360000035,317.70048619999943,318.48382889999993,318.48382889999993,318.48382889999993,318.467238899997,3.96,4.84,396,484,8,3,1.2,0.75,456,3,463,0.7,1,m,0.6223116000001028,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
12,0,12,0,318.48382889999993,,,,318.46814090000044,323.4673048000004,323.46731029999864,323.48392049999893,331.46730729999763,331.46730729999763,331.46730729999763,333.6841295999984,334.4674668999978,334.4674668999978,334.4674668999978,334.4508664999994,3.67,5.13,367,513,8,3,1.2,0.75,456,0,463,0.7,0,n,0.43079150000266964,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
13,0,13,0,334.4674668999978,,,,334.4518347999983,339.4509098999988,339.45091519999914,339.46752039999774,347.4509876999982,347.4509876999982,347.4509876999982,349.66760729999805,350.4508499000003,350.4508499000003,350.4508499000003,350.43426609999733,3.57,5.23,357,523,8,3,1.2,0.75,456,1,464,0.7999999999999999,1,m,0.3070509999997739,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
14,0,14,0,350.4508499000003,,,,350.43517019999854,355.4342993999999,355.43430429999717,355.45104659999924,363.43447039999955,363.43447039999955,363.43447039999955,365.6511619999983,366.4344310999986,366.4344310999986,366.4344310999986,366.4177877999973,3.77,5.03,377,503,8,3,1.2,0.75,456,2,464,0.7999999999999999,1,m,0.3476157000004605,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
15,0,15,0,366.4344310999986,,,,366.4187428000005,371.41793779999716,371.4179422999987,371.43455259999973,379.41796930000055,379.41796930000055,379.41796930000055,381.6345502999975,382.4178885000001,382.4178885000001,382.4178885000001,382.4013199000001,3.98,4.82,398,482,8,3,1.2,0.75,456,3,463,0.7,1,m,0.3921105000008538,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
16,0,16,0,382.4178885000001,,,,382.4022240999984,387.40132399999857,387.401328699998,387.41799059999903,395.40140509999765,395.40140509999765,395.40140509999765,397.6181446999981,398.40154729999995,398.40154729999995,398.40154729999995,398.3848360999982,3.87,4.93,387,493,8,3,1.2,0.75,456,0,463,0.7,1,m,0.3766782999991847,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
17,0,17,0,398.40154729999995,,,,398.38579209999807,403.38496680000026,403.3849717999983,403.40157799999724,411.38500869999916,411.38500869999916,411.38500869999916,413.60169649999807,414.3850452999977,414.3850452999977,414.3850452999977,414.3684442999984,4.24,4.56,424,455,8,3,1.2,0.75,456,1,462,0.6,1,m,0.33297870000023977,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
18,0,18,0,414.3850452999977,,,,414.36940029999823,419.368357299998,419.3683624000005,419.38500980000026,427.3684418999983,427.3684418999983,427.3684418999983,429.58521519999704,430.36855749999813,430.36855749999813,430.36855749999813,430.3519164999998,4.55,4.25,455,425,8,3,1.2,0.75,456,2,462,0.6,0,n,0.40567169999849284,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
19,0,19,0,430.36855749999813,,,,430.35282489999736,435.35199809999904,435.3520028999992,435.3686162999984,443.3520408000004,443.3520408000004,443.3520408000004,445.56860959999904,446.3519514999971,446.3519514999971,446.3519514999971,446.33537239999714,3.38,5.42,338,542,8,3,1.2,0.75,456,3,463,0.7,1,m,0.39394499999980326,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
20,0,20,0,446.3519514999971,,,,446.3362759999982,451.33541680000053,451.33542149999994,451.3521121999984,459.3354610999995,459.3354610999995,459.3354610999995,461.5522820999977,462.33558469999844,462.33558469999844,462.33558469999844,462.31898419999925,4.12,4.68,412,468,8,3,1.2,0.75,456,0,463,0.7,1,m,0.45056689999910304,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
21,0,21,0,462.33558469999844,,,,462.3199418000004,467.31901169999765,467.3190165999986,467.33566079999946,475.3190876999979,475.3190876999979,475.3190876999979,477.5356372999995,478.31900499999756,478.31900499999756,478.31900499999756,478.30240149999736,4.22,4.58,422,458,8,3,1.2,0.75,456,1,462,0.6,0,n,0.33493299999827286,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
22,0,22,0,478.31900499999756,,,,478.30335659999764,483.30240969999795,483.3024148000004,483.3190828000006,491.3024965000004,491.3024965000004,491.3024965000004,493.51927889999934,494.30263019999984,494.30263019999984,494.30263019999984,494.2860170999993,3.27,5.53,327,553,8,3,1.2,0.75,456,2,463,0.7,0,n,0.5514555000008841,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
23,0,23,0,494.30263019999984,,,,494.2869656999974,499.2860158000003,499.2860206999976,499.30266349999874,507.28609979999965,507.28609979999965,507.28609979999965,509.5026713999978,510.2860452999994,510.2860452999994,510.2860452999994,510.2694362999973,4.61,4.19,461,419,8,3,1.2,0.75,456,3,464,0.7999999999999999,1,m,0.42794560000038473,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
24,0,24,0,510.2860452999994,,,,510.27041619999727,515.2694680999994,515.2694730000003,515.2860925999994,523.2695258999993,523.2695258999993,523.2695258999993,525.4861803999993,526.2695232999977,526.2695232999977,526.2695232999977,526.2529307000004,3.31,5.49,331,549,8,3,1.2,0.75,456,0,464,0.7999999999999999,1,m,0.408564600002137,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
25,0,25,0,526.2695232999977,,,,526.2538361999977,531.2530890999988,531.2530938999989,531.2697045999994,539.2531396999984,539.2531396999984,539.2531396999984,541.4698145000002,542.2531060000001,542.2531060000001,542.2531060000001,542.2364931999982,4.52,4.28,451,428,8,3,1.2,0.75,456,1,463,0.7,1,m,0.3768640000016603,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
26,0,26,0,542.2531060000001,,,,542.2374504,547.2364758000003,547.2364808999992,547.2531309999977,555.2365454999999,555.2365454999999,555.2365454999999,557.4533349999983,558.2365960999996,558.2365960999996,558.2365960999996,558.2199963999992,4.09,4.71,409,471,8,3,1.2,0.75,456,2,463,0.7,0,n,0.4735763999997289,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
27,0,27,0,558.2365960999996,,,,558.2209191000002,563.2201195999987,563.2201241999974,563.2367266000001,571.220096699999,571.220096699999,571.220096699999,573.4367626999992,574.2201958000005,574.2201958000005,574.2201958000005,574.2035980999972,3.85,4.95,385,495,8,3,1.2,0.75,456,3,464,0.7999999999999999,0,n,0.7338393999998516,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
28,0,28,0,574.2201958000005,,,,574.2045173000006,579.2035058999973,579.2035112999984,579.2201642999971,587.2035867999984,587.2035867999984,587.2035867999984,589.4202442999995,590.2036243000002,590.2036243000002,590.2036243000002,590.1870223999977,3.28,5.52,328,552,8,3,1.2,0.75,456,0,465,0.8999999999999999,1,m,0.3785275999980513,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
29,0,29,0,590.2036243000002,,,,590.1879842999988,595.1871011999974,595.1871060999983,595.203777499999,603.187153699997,603.187153699997,603.187153699997,605.403842599997,606.1872380999994,606.1872380999994,606.1872380999994,606.1706229999982,3.95,4.85,395,484,8,3,1.2,0.75,456,1,465,0.8999999999999999,1,m,0.3108345000000554,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
30,0,30,0,606.1872380999994,,,,606.1715222999992,611.1706759999979,611.1706804999994,611.1872423999994,619.1705844999997,619.1705844999997,619.1705844999997,621.3874010999971,622.1707496999989,622.1707496999989,622.1707496999989,622.154147199999,4.64,4.16,463,416,8,3,1.2,0.75,456,2,464,0.7999999999999999,1,m,0.44342429999960586,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
31,0,31,0,622.1707496999989,,,,622.1551053999974,627.1542568000004,627.1542622999987,627.1708798,635.1542392999982,635.1542392999982,635.1542392999982,637.3708694999987,638.1542564999982,638.1542564999982,638.1542564999982,638.1376622999996,4.69,4.11,469,411,8,3,1.2,0.75,456,3,464,0.7999999999999999,1,m,0.999708000003011,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
32,0,32,0,638.1542564999982,,,,638.1385766999992,643.1376519999976,643.1376571000001,643.1543123999982,651.1376459999992,651.1376459999992,651.1376459999992,653.3543393999971,654.1377102000006,654.1377102000006,654.1377102000006,654.1210891999981,3.32,5.48,332,548,8,3,1.2,0.75,456,0,463,0.7,1,m,1.9802141999971354,None,,,,,,,,sub-076,COM3,45.6,2026-05-13_15h22.22.860,2024_RDpaindiscrimination_QUEST,2023.2.3,59.98962179540786,2026-05-13 15h22.32.931118 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.1219399000001,654.1377102000006,660.2378248999994,660.1212142000004,0.7166666666666665,46.31666666666667,0.7352262193288707,,,,,,,,,
