,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[35.04159019 36.81706902 38.59254785 40.36802668 42.14350552 43.91898435
 45.69446318 47.46994201 49.24542084 51.02089967 52.7963785  54.57185733
 56.34733617 58.122815   59.89829383 61.67377266 63.44925149 65.22473032
 67.00020915 68.77568798 70.55116682 72.32664565 74.10212448 75.87760331
 77.65308214 79.42856097 81.2040398  82.97951863 84.75499747 86.5304763
 88.30595513 90.08143396]","[34.68473734 36.52955468 38.36964215 40.20501793 42.03570008 43.8617066
 45.68305536 47.49976417 49.31185074 51.11933268 52.92222752 54.72055271
 56.51432558 58.30356342 60.08828339 61.86850258 63.644238   65.41550657
 67.18232512 68.9447104  70.70267907 72.45624771 74.20543283 75.95025084
 77.69071807 79.42685079 81.15866515 82.88617725 84.6094031  86.32835864
 88.04305972 89.75352211]","[35.5739537  37.23811671 38.90995862 40.58947943 42.27667914 43.97155775
 45.67411526 47.38435167 49.10226698 50.82786119 52.5611343  54.30208631
 56.05071722 57.80702702 59.57101573 61.34268334 63.12202985 64.90905525
 66.70375956 68.50614277 70.31620487 72.13394588 73.95936578 75.79246459
 77.63324229 79.4816989  81.3378344  83.20164881 85.07314211 86.95231431
 88.83916542 90.73369542]","[35.42012561 37.11572919 38.81683048 40.52343388 42.23554381 43.95316467
 45.67630085 47.40495674 49.13913673 50.87884518 52.62408646 54.37486494
 56.13118497 57.89305088 59.66046703 61.43343774 63.21196734 64.99606015
 66.78572048 68.58095263 70.38176091 72.1881496  74.00012299 75.81768536
 77.64084098 79.46959411 81.30394902 83.14390996 84.98948116 86.84066688
 88.69747134 90.55989877]",para,"[30.0, 60.0]","[41.0, 42.40000000000002]","[35.5739536963855, 59.571015731949046]"
sse,4183.319553552026,4184.939129808558,4181.90670373623,4181.950216129039,para,"[30.0, 60.0]","[41.0, 42.40000000000002]","[35.5739536963855, 59.571015731949046]"
params,[-692.90473063   17.75478831    1.        ],[ 1.47193053e+03 -1.11828091e+05  3.68072142e+01],[  0.252814   -14.88025319   0.38394499],[-2.62408196e+02  5.19361694e-02  2.33044004e+00],para,"[30.0, 60.0]","[41.0, 42.40000000000002]","[35.5739536963855, 59.571015731949046]"
stim_val,"[41.0, 42.40000000000002]","[41.0, 42.40000000000002]","[41.0, 42.40000000000002]","[41.0, 42.40000000000002]",para,"[30.0, 60.0]","[41.0, 42.40000000000002]","[35.5739536963855, 59.571015731949046]"
fitted_val,"[35.041590190223246, 59.89829382791652]","[34.68473733769724, 60.08828338862827]","[35.5739536963855, 59.571015731949046]","[35.420125607370494, 59.66046702885865]",para,"[30.0, 60.0]","[41.0, 42.40000000000002]","[35.5739536963855, 59.571015731949046]"
