,series,trial,intensity,rating,fired
0,0,0,41,22.00000000000003,1
1,0,1,42,40.0,1
2,0,2,43,65.99999999999997,1
3,0,3,44,78.4999999999998,1
4,1,0,41,33.0000000000001,1
5,1,1,42,40.500000000000036,1
6,1,2,43,70.0,1
7,2,0,41,24.999999999999993,1
8,2,1,42,17.000000000000078,1
9,2,2,43,36.49999999999998,1
10,2,3,44,67.49999999999984,1
