,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,0.0,1
2,0,2,43,0.0,1
3,0,3,44,2.5000000000001292,1
4,0,4,45,4.500000000000022,1
5,0,5,46,6.000000000000059,1
6,0,6,47,11.000000000000071,1
7,0,7,48,16.000000000000103,1
8,0,8,49,36.50000000000012,1
9,0,9,50,52.499999999999886,1
10,1,0,41,7.000000000000068,1
11,1,1,42,5.000000000000164,1
12,1,2,43,7.000000000000095,1
13,1,3,44,6.4999999999999964,1
14,1,4,45,8.000000000000096,1
15,1,5,46,13.500000000000137,1
16,1,6,47,16.000000000000032,1
17,1,7,48,25.999999999999986,1
18,1,8,49,62.999999999999886,1
19,2,0,41,3.0000000000000226,1
20,2,1,42,4.500000000000129,1
21,2,2,43,8.500000000000025,1
22,2,3,44,11.000000000000071,1
23,2,4,45,16.000000000000032,1
24,2,5,46,17.00000000000021,1
25,2,6,47,26.999999999999986,1
26,2,7,48,47.000000000000085,1
27,2,8,49,65.99999999999997,1
