,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-13.51827811 -12.46458388 -11.41088966 -10.35719543  -9.3035012
  -8.24980698  -7.19611275  -6.14241852  -5.0887243   -4.03503007
  -2.98133584  -1.92764162  -0.87394739   0.17974684   1.23344106
   2.28713529   3.34082952   4.39452374   5.44821797   6.5019122
   7.55560642   8.60930065   9.66299487  10.7166891   11.77038333
  12.82407755  13.87777178  14.93146601  15.98516023  17.03885446
  18.09254869  19.14624291  20.19993714  21.25363137  22.30732559
  23.36101982  24.41471405  25.46840827  26.5221025   27.57579673
  28.62949095  29.68318518  30.7368794   31.79057363  32.84426786
  33.89796208  34.95165631  36.00535054  37.05904476  38.11273899
  39.16643322  40.22012744  41.27382167  42.3275159   43.38121012
  44.43490435  45.48859858  46.5422928   47.59598703  48.64968126
  49.70337548  50.75706971  51.81076393  52.86445816  53.91815239
  54.97184661  56.02554084  57.07923507  58.13292929  59.18662352
  60.24031775  61.29401197  62.3477062   63.40140043  64.45509465
  65.50878888  66.56248311  67.61617733  68.66987156  69.72356579
  70.77726001  71.83095424]","[-13.45619063 -12.33080708 -11.20824989 -10.08850842  -8.97157209
  -7.85743039  -6.74607282  -5.63748897  -4.53166846  -3.42860099
  -2.32827627  -1.23068409  -0.13581429   0.95634325   2.04579859
   3.13256176   4.21664272   5.29805138   6.37679762   7.45289125
   8.52634206   9.59715975  10.66535401  11.73093447  12.79391071
  13.85429226  14.91208862  15.96730922  17.01996346  18.0700607
  19.11761023  20.16262133  21.20510319  22.24506501  23.28251589
  24.31746494  25.34992117  26.3798936   27.40739117  28.43242279
  29.45499732  30.4751236   31.49281041  32.50806648  33.52090051
  34.53132116  35.53933704  36.54495674  37.54818878  38.54904165
  39.54752382  40.54364369  41.53740963  42.52882999  43.51791305
  44.50466708  45.48910028  46.47122084  47.45103689  48.42855655
  49.40378786  50.37673886  51.34741754  52.31583184  53.28198969
  54.24589895  55.20756747  56.16700306  57.12421347  58.07920646
  59.0319897   59.98257086  60.93095757  61.87715741  62.82117795
  63.7630267   64.70271114  65.64023874  66.5756169   67.50885302
  68.43995443  69.36892846]","[ 13.45821151  12.33760871  11.27205116  10.26153888   9.30607185
   8.40565009   7.56027358   6.76994234   6.03465636   5.35441563
   4.72922017   4.15906996   3.64396502   3.18390534   2.77889091
   2.42892175   2.13399785   1.8941192    1.70928582   1.5794977
   1.50475484   1.48505723   1.52040489   1.61079781   1.75623599
   1.95671942   2.21224812   2.52282208   2.8884413    3.30910578
   3.78481552   4.31557051   4.90137077   5.54221629   6.23810707
   6.98904311   7.79502441   8.65605097   9.57212279  10.54323987
  11.56940221  12.65060981  13.78686267  14.97816079  16.22450417
  17.52589281  18.88232671  20.29380587  21.76033029  23.28189997
  24.85851491  26.49017511  28.17688057  29.91863129  31.71542728
  33.56726852  35.47415502  37.43608678  39.4530638   41.52508608
  43.65215363  45.83426643  48.07142449  50.36362781  52.7108764
  55.11317024  57.57050934  60.08289371  62.65032333  65.27279821
  67.95031836  70.68288376  73.47049442  76.31315035  79.21085153
  82.16359797  85.17138968  88.23422664  91.35210887  94.52503635
  97.7530091  101.0360271 ]","[28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479 28.62950479
 28.62950479 28.62950479 28.62950479 28.62950479]",para,"[30.0, 60.0]","[46.300000000000075, 47.700000000000095]","[29.918631294678562, 60.08289370535476]"
sse,3438.3242647826064,3736.8443964994485,235.94692579715257,13073.142403898102,para,"[30.0, 60.0]","[46.300000000000075, 47.700000000000095]","[29.918631294678562, 60.08289370535476]"
params,[-445.53291097   10.53694227    1.        ],[ 8.81616211e+02 -7.10999644e+04  3.84348750e+01],[ 5.11074375e+03 -2.37166821e+02  2.75226301e+00],[ 28.62950479 -18.81541855 -72.81849745],para,"[30.0, 60.0]","[46.300000000000075, 47.700000000000095]","[29.918631294678562, 60.08289370535476]"
stim_val,"[45.10000000000006, 48.0000000000001]","[45.10000000000006, 48.1000000000001]","[46.300000000000075, 47.700000000000095]","[41.0, 41.0]",para,"[30.0, 60.0]","[46.300000000000075, 47.700000000000095]","[29.918631294678562, 60.08289370535476]"
fitted_val,"[29.683185178178746, 60.240317746708854]","[30.475123604570967, 59.982570859662815]","[29.918631294678562, 60.08289370535476]","[28.629504791934753, 28.629504791934753]",para,"[30.0, 60.0]","[46.300000000000075, 47.700000000000095]","[29.918631294678562, 60.08289370535476]"
