series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,Welcome.stopped,instructions2.started,instructions2.stopped,instructions_start_ramp.started,instructions_start_ramp.stopped,confirm_continue.started,key_resp_8.started,confirm_continue.stopped,intensity,wait1_dur,wait.started,wait.stopped,therm_trig.started,therm_trig.stopped,rating_scale.started,rating_scale.stopped,rating,ratingScale.response,ratingScale.rt,press_when_ready.started,text_2.started,key_resp_3.started,press_when_ready.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,bloc_terminé.started,bloc_terminé.stopped,compile_ramps.started,compile_ramps.stopped,deuxieme_start.started,deuxieme_start.stopped,press_when_ready2.started,text_9.started,press_when_ready2.stopped,wait_2.started,wait_2.stopped,therm_trig2.started,therm_trig2.stopped,rating_scale2.started,rating_scale2.stopped,keyResp_2.keys,therm_value,ratingScale_2.response,ratingScale_2.rt,thank_you_output_code.started,thank_you_output_code.stopped,participant,com_thermode,nramps,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,27.721012800000608,,0.004064599983394146,1.7042816001921892,1.704288899898529,8.454358600080013,8.454680900089443,27.70727129932493,27.707579399459064,27.721012800000608,30.40460000000894,41,2.1,30.404777199961245,32.50447290018201,32.504480900242925,44.50459269993007,44.50459839962423,51.510774499736726,0.0,0.0,6.982,51.511287899687886,51.52131019998342,51.52131019998342,57.154851200059056,y,5.617147400043905,0.008017799817025661,,,,,,,,,,,,,,,,,,,,,,sub-071,COM3,3,2026-02-05_09h37.56.624,2024_RDpaindiscrimination_calibration,2023.2.3,60.013346846401895,2026-02-05 10h15.36.501849 -0500,
0,0,0,0,1,0,1,0,,,,,57.171283699572086,,,,,,,,57.155139399692416,57.171283699572086,58.604886199347675,42,2.3,58.6049982002005,60.90492989961058,60.90493750013411,72.90521449968219,72.90522109996527,77.11028870008886,37.00000000000004,37.00000000000004,4.185,77.11070729978383,77.1215563993901,77.1215563993901,79.07178839948028,y,1.9498017998412251,None,,,,,,,,,,,,,,,,,,,,,,sub-071,COM3,3,2026-02-05_09h37.56.624,2024_RDpaindiscrimination_calibration,2023.2.3,60.013346846401895,2026-02-05 10h15.36.501849 -0500,
0,0,0,0,2,0,2,0,,,,,79.08814849983901,,,,,,,,79.07201599981636,79.08814849983901,79.53836619947106,43,2.0,79.53848619945347,81.53832670021802,81.53833489958197,93.53867209982127,93.5386792998761,98.17548849992454,70.99999999999996,70.99999999999996,4.617,98.17591609992087,98.18832169938833,98.18832169938833,100.92194129992276,y,2.726359900087118,None,,,,,,,,,,,,,,,,,,,,,,sub-071,COM3,3,2026-02-05_09h37.56.624,2024_RDpaindiscrimination_calibration,2023.2.3,60.013346846401895,2026-02-05 10h15.36.501849 -0500,
0,0,0,0,3,0,3,0,,,,,100.93835140019655,,,,,,,,100.92215119954199,100.93835140019655,101.33856720011681,44,2.2,101.33867239952087,103.53850919939578,103.53851749934256,115.53888859972358,115.53889469988644,118.65993859991431,96.0000000000002,96.0000000000002,3.101,118.66036249976605,118.67199649941176,118.67199649941176,120.02211229968816,n,1.346755400300026,None,,,,,,,,,,,,,,,,,,,,,,sub-071,COM3,3,2026-02-05_09h37.56.624,2024_RDpaindiscrimination_calibration,2023.2.3,60.013346846401895,2026-02-05 10h15.36.501849 -0500,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.02229079976678,124.02203509956598,,,,,,,,,,,,,,,,,,,,sub-071,COM3,3,2026-02-05_09h37.56.624,2024_RDpaindiscrimination_calibration,2023.2.3,60.013346846401895,2026-02-05 10h15.36.501849 -0500,
1,0,1,0,0,0,0,0,,,,,157.15570409968495,,,,,,124.02214599959552,157.139254800044,157.13957090023905,157.15570409968495,157.55590839963406,41,2.4,157.55606129951775,159.95586699992418,159.95587489940226,171.95625919941813,171.95626599993557,176.6937680998817,0.0,0.0,4.718,176.6942778993398,176.70590449962765,176.70590449962765,179.07286809943616,y,2.360698699951172,None,,,,,,,,,,,,,,,,,,,,,,sub-071,COM3,3,2026-02-05_09h37.56.624,2024_RDpaindiscrimination_calibration,2023.2.3,60.013346846401895,2026-02-05 10h15.36.501849 -0500,
1,0,1,0,1,0,1,0,,,,,179.089186899364,,,,,,,,179.07313700020313,179.089186899364,179.28950869943947,42,2.2,179.28962989989668,181.48944319970906,181.48945069964975,193.48980950005352,193.48981839977205,197.22701200004667,37.999999999999936,37.999999999999936,3.717,197.22741859965026,197.23947519995272,197.23947519995272,199.28973559942096,y,2.039282999932766,None,,,,,,,,,,,,,,,,,,,,,,sub-071,COM3,3,2026-02-05_09h37.56.624,2024_RDpaindiscrimination_calibration,2023.2.3,60.013346846401895,2026-02-05 10h15.36.501849 -0500,
1,0,1,0,2,0,2,0,,,,,199.30615609977394,,,,,,,,199.28996779955924,199.30615609977394,199.47299049980938,43,2.0,199.47309989947826,201.4729925999418,201.47300089988858,213.4730230998248,213.47302919998765,215.56067200005054,90.0,90.0,2.068,215.56111499946564,215.57314169965684,215.57314169965684,217.1399079998955,n,1.5576542001217604,None,,,,,,,,,,,,,,,,,,,,,,sub-071,COM3,3,2026-02-05_09h37.56.624,2024_RDpaindiscrimination_calibration,2023.2.3,60.013346846401895,2026-02-05 10h15.36.501849 -0500,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.14006999973208,221.13986609969288,,,,,,,,,,,,,,,,,,,,sub-071,COM3,3,2026-02-05_09h37.56.624,2024_RDpaindiscrimination_calibration,2023.2.3,60.013346846401895,2026-02-05 10h15.36.501849 -0500,
2,0,2,0,0,0,0,0,,,,,225.27310439944267,,,,,,221.13998339977115,225.25668979994953,225.25704349949956,225.27310439944267,225.72332799993455,41,2.2,225.7234819000587,227.92328009940684,227.92328900005668,239.9233120996505,239.92331859935075,243.31129499990493,50.50000000000007,50.50000000000007,3.369,243.3118372997269,243.32331980019808,243.32331980019808,245.05690320022404,y,1.7200693003833294,None,,,,,,,,,,,,,,,,,,,,,,sub-071,COM3,3,2026-02-05_09h37.56.624,2024_RDpaindiscrimination_calibration,2023.2.3,60.013346846401895,2026-02-05 10h15.36.501849 -0500,
