trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_test.thisRepN,loop_test.thisTrialN,loop_test.thisN,loop_test.thisIndex,loop_eval_discri.thisRepN,loop_eval_discri.thisTrialN,loop_eval_discri.thisN,loop_eval_discri.thisIndex,loop_eval.thisRepN,loop_eval.thisTrialN,loop_eval.thisN,loop_eval.thisIndex,loop_discri.thisRepN,loop_discri.thisTrialN,loop_discri.thisN,loop_discri.thisIndex,thisRow.t,notes,Set_up.started,Set_up.stopped,electrode_check.started,electrode_check.stopped,instructions_eval.started,instructions_eval.stopped,pause_5_test.started,pause_5_test.stopped,Phase_Test.started,thermode_locali.started,Phase_Test.stopped,loca_thermode,condition,temp_trial_sent,eval_douleur.started,eval_douleur.stopped,ratingScale.response,ratingScale.rt,thermode_locali.stopped,Fin_test.started,text.started,Fin_test.stopped,pause_5_EVA.started,pause_5_EVA.stopped,tâche_EVA.started,thermode_locali_EVA.started,tâche_EVA.stopped,thermode_locali_EVA.stopped,instructions_discrim.started,instructions_discrim.stopped,pause_5_pic.started,pause_5_pic.stopped,tâche_PIC.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,tâche_PIC.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,dur_pic,dur_rise,pic_presence,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,break_entre_bloc.started,break_entre_bloc.stopped,merci.started,merci.stopped,participant,temp_flat,temp_active,temp_pic_set,com_thermode,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,217.6835738000227,,0.024664000025950372,211.6670172000304,211.66741100000218,217.25039990001824,217.25040770007763,217.66705060005188,217.66733389999717,222.66695710003842,222.66696339996997,222.6835925000487,234.6672040000558,0,inactive,47.7,234.66742790001445,238.06846980005503,23.0,3.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,238.08379609999247,,,,,,,,238.069681199966,243.06730970006902,243.06731509999372,243.08394400007091,255.06752050004434,1,active,46.3,255.06766050006263,256.96869989996776,11.999999999999993,1.881,255.10060900007375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,256.98400020005647,,,,,,,,256.9698327999795,261.9675095999846,261.9675151000265,261.9841594999889,273.968012599973,2,active,46.3,273.9681467000628,276.1183409000514,11.0,2.131,274.00095839996357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,276.13430939998943,,,,,,,,276.11908560001757,281.1177554000169,281.117760800058,281.1343692999799,293.1178943000268,3,inactive,47.7,293.11804560001474,295.5701299000066,41.5000000000001,2.433,293.15107350004837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,295.58443519996945,,,,,,,,295.57089089998044,300.5678758000722,300.5678811999969,300.58457389997784,312.5685007000575,0,active,46.3,312.56866790005006,317.7537670000456,9.000000000000071,5.166,312.6013603999745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,317.7680043000728,,,,,,,,317.75483750004787,322.7514124000445,322.7514174999669,322.7680381999817,334.7516603000695,1,inactive,47.7,334.75180580001324,336.96954000007827,41.99999999999992,2.199,334.784878400038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,336.98498179996386,,,,,,,,336.970314300037,341.96839100006036,341.9683962999843,341.9850550000556,353.9685801999876,2,active,46.3,353.96872450003866,357.7206472000107,14.50000000000003,3.732,354.001718500047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,7,0,7,0,,,,,,,,,,,,,357.73522809997667,,,,,,,,357.72120240004733,362.7186563999858,362.7186613000231,362.7353005000623,374.71893870003987,3,inactive,47.7,374.7190801000688,376.2378184000263,53.499999999999986,1.499,374.75199440005235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,8,0,8,0,,,,,,,,,,,,,376.252109699999,,,,,,,,376.23855300003197,381.2354819000466,381.23549130000174,381.2520924999844,393.2356524000643,0,inactive,47.7,393.2357972000027,395.08708430000115,35.000000000000014,1.832,393.26883640000597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,9,0,9,0,,,,,,,,,,,,,395.10221979999915,,,,,,,,395.0882257000776,400.08574949996546,400.08575440000277,400.10237350000534,412.085997999995,1,active,46.3,412.08615029999055,416.8371673000511,18.000000000000213,4.731,412.1191276999889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,10,0,10,0,,,,,,,,,,,,,416.8524580000667,,,,,,,,416.8382305999985,421.83586550003383,421.8358705000719,421.8525271000108,433.83625150006264,2,inactive,47.7,433.8364038000582,437.9716182000702,58.99999999999986,4.116,433.8694018999813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,11,0,11,0,,,,,,,,,,,,,437.9861298999749,,,,,,,,437.9723815000616,442.96955809998326,442.9695632000221,442.98618540004827,454.96969389996957,3,active,46.3,454.96984380006324,456.80566820001695,16.999999999999996,1.817,455.00286580005195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,12,0,12,0,,,,,,,,,,,,,456.81958300003316,,,,,,,,456.8068318000296,461.8030278000515,461.8030329999747,461.81968469999265,473.80336120002903,0,active,46.3,473.80349780002143,475.57165669999085,6.999999999999997,1.748,473.83655860007275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,13,0,13,0,,,,,,,,,,,,,475.5865494000027,,,,,,,,475.5723955000285,480.56999470002484,480.5700000000652,480.58661009999923,492.57018889999017,1,inactive,47.7,492.57032759999856,495.4717720000772,51.5000000000001,2.883,492.60332690004725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,14,0,14,0,,,,,,,,,,,,,495.4867731999839,,,,,,,,495.47283800004516,500.4702314999886,500.470237200032,500.48684180004057,512.4703807000769,2,inactive,47.7,512.4705333000747,514.6542866000673,64.50000000000006,2.165,512.5035241000587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,15,0,15,0,,,,,,,,,,,,,514.6703298999928,,,,,,,,514.6550114999991,519.6537695999723,519.6537745000096,519.6703861000715,531.6540477999952,3,active,46.3,531.6542042000219,534.1549479999812,16.500000000000068,2.481,531.6871957000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,548.3538974999683,,,,,,547.1376078000758,548.3373475000262,,,,,,0,inactive,47.7,565.3375173000386,568.1059208000079,52.99999999999989,2.749,,534.155489900033,534.1705701000756,547.1373079000041,548.3376016999828,553.3375339000486,553.3375525000738,553.3541870000772,565.3375100999838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,,,,,0,0,0,0,1,0,1,0,,,,,568.12084280001,,,,,,,,,,,,,1,active,47.7,585.1045576999895,587.3556154000107,51.50000000000003,2.231,,,,,568.1069360000547,573.1043763000052,573.1043817000464,573.1209947000025,585.1045515000587,585.1377038999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,590.6211057000328,,,,,,,,,,,,,2,inactive,,,,,,,,,,,,,,,,587.3562469000462,590.6045506000519,590.6048254000489,595.6046111000469,595.6046167999739,595.62124030001,603.6046691000229,603.6046691000229,606.5713759000646,606.6047161000315,606.6047161000315,606.588105599978,4.03,4.77,403,476,8,1.2,0.75,pic-absent,1,m,0.7739319999236614,None,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,,,,,0,0,0,0,,,,,1,0,1,0,606.6047161000315,,,,,,,,,,,,,3,inactive,,,,,,,,,,,,,,,,,,606.5886950000422,611.5880185000133,611.5880243000574,611.6048378000269,619.5880703000585,619.5880703000585,622.5547908999724,622.5881414000178,622.5881414000178,622.571549299988,4.22,4.58,422,458,8,1.2,0.75,pic-present,1,m,0.5426005000481382,None,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,,,,,0,0,0,0,,,,,2,0,2,0,622.5881414000178,,,,,,,,,,,,,0,active,,,,,,,,,,,,,,,,,,622.5720128000248,627.5716549999779,627.5716606000206,627.5882829000475,635.5717239000369,635.5717239000369,638.5384072000161,638.5717423000606,638.5717423000606,638.5551332000177,3.72,5.08,372,508,8,1.2,0.75,pic-present,0,n,0.5148650999180973,None,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,,,,,0,0,0,0,,,,,3,0,3,0,638.5717423000606,,,,,,,,,,,,,1,inactive,,,,,,,,,,,,,,,,,,638.5555838000728,643.5551708000712,643.5551762999967,643.5718013000442,651.5551090000663,651.5551090000663,654.5217912000371,654.5551281999797,654.5551281999797,654.5385462000268,3.42,5.38,342,538,8,1.2,0.75,pic-absent,0,n,0.8434831000631675,None,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,,,,,1,0,1,0,0,0,0,0,,,,,656.0718547999859,,,,,,654.5390125999693,656.0552228000015,,,,,,2,active,47.7,673.0554490999784,675.9067346999655,56.500000000000085,2.831,,,,,656.0554957999848,661.0553534000646,661.0553593999939,661.0719992000377,673.05544190004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,,,,,1,0,1,0,1,0,1,0,,,,,675.9220622000284,,,,,,,,,,,,,3,inactive,47.7,692.9059059000574,695.8411837000167,53.0000000000001,2.916,,,,,675.9074317000341,680.9054926000535,680.9054987999843,680.9221266000532,692.9058991000056,692.9390426999889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
0,0,0,0,,,,,1,0,1,0,,,,,0,0,0,0,696.872392600053,,,,,,,,,,,,,0,active,,,,,,,,,,,,,,,,695.8418301000493,696.8558315000264,696.8561116000637,701.8558210000629,701.8558264999883,701.872454800061,709.8558348000515,709.8558348000515,712.8224726000335,712.855794699979,712.855794699979,712.8391863000579,3.53,5.27,353,527,8,1.2,0.75,pic-present,0,n,2.030685400008224,None,,,,,sub-078,47.7,46.3,48.3,COM3,2026-05-21_13h29.26.669,2024_RDpaindiscrimination_maintask,2023.2.3,59.95430280350395,2026-05-21 13h29.45.198251 -0400,
