trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,8.448590000043623,,0.015145499957725406,8.432227100012824,8.4325837000506,13.432170000043698,13.432176499976777,13.44864019996021,21.432078700046986,21.432078700046986,23.648782199947163,24.43224090000149,24.43224090000149,24.4156410000287,3.36,5.44,336,544,8,3,1.2,0.75,453,0,461,0.8,0,n,1.1736140999710187,None,sub-026,COM3,45.3,2024-02-19_12h59.48.429,2024_RDpaindiscrimination_QUEST,2023.2.3,59.993616700419075,2024-02-19 12h59.58.076410 -0500,
1,0,1,0,24.43224090000149,,,,24.416811699979007,29.415646699955687,29.415651999996044,29.43205649999436,37.43219520000275,37.43219520000275,39.63225539994892,40.43225539999548,40.43225539999548,40.415764400037006,3.52,5.28,352,528,8,3,1.2,0.75,453,1,463,1,None,None,,,sub-026,COM3,45.3,2024-02-19_12h59.48.429,2024_RDpaindiscrimination_QUEST,2023.2.3,59.993616700419075,2024-02-19 12h59.58.076410 -0500,
2,0,2,0,40.43225539999548,,,,40.41666059999261,45.415810300037265,45.41581599996425,45.432314299978316,53.415732500026934,53.415732500026934,55.632418300025165,56.415719700045884,56.415719700045884,56.39920610003173,4.69,4.11,469,411,8,3,1.2,0.75,453,2,463,1,1,m,0.6011395000386983,None,sub-026,COM3,45.3,2024-02-19_12h59.48.429,2024_RDpaindiscrimination_QUEST,2023.2.3,59.993616700419075,2024-02-19 12h59.58.076410 -0500,
3,0,3,0,56.415719700045884,,,,56.400114099960774,61.399306799983606,61.39931190002244,61.41581359994598,69.39914380002301,69.39914380002301,71.61583390005399,72.3992080000462,72.3992080000462,72.38268989999779,4.72,4.08,472,408,8,3,1.2,0.75,453,3,460,0.7,0,n,0.6581312000053003,None,sub-026,COM3,45.3,2024-02-19_12h59.48.429,2024_RDpaindiscrimination_QUEST,2023.2.3,59.993616700419075,2024-02-19 12h59.58.076410 -0500,
4,0,4,0,72.3992080000462,,,,72.38365550001618,77.38272690004669,77.38273249997292,77.39922669995576,85.38264259998687,85.38264259998687,87.59932739997748,88.38267109997105,88.38267109997105,88.36618669994641,3.83,4.97,383,497,8,3,1.2,0.75,453,0,462,0.8999999999999999,1,m,0.8100950999651104,None,sub-026,COM3,45.3,2024-02-19_12h59.48.429,2024_RDpaindiscrimination_QUEST,2023.2.3,59.993616700419075,2024-02-19 12h59.58.076410 -0500,
5,0,5,0,88.38267109997105,,,,88.36712660000194,93.3662658999674,93.36627150001004,93.38272270001471,101.36615549994167,101.36615549994167,103.58281729998998,104.36615709995385,104.36615709995385,104.34968330000993,3.32,5.48,332,548,8,3,1.2,0.75,453,1,462,0.8999999999999999,0,n,0.6795564000494778,None,sub-026,COM3,45.3,2024-02-19_12h59.48.429,2024_RDpaindiscrimination_QUEST,2023.2.3,59.993616700419075,2024-02-19 12h59.58.076410 -0500,
6,0,6,0,104.36615709995385,,,,104.35062110004947,109.34974059998058,109.34974590002093,109.36620889999904,117.34968860005029,117.34968860005029,119.56630529998802,120.34971400001086,120.34971400001086,120.33323730004486,4.48,4.32,448,432,8,3,1.2,0.75,453,2,463,1,0,n,1.959194800001569,None,sub-026,COM3,45.3,2024-02-19_12h59.48.429,2024_RDpaindiscrimination_QUEST,2023.2.3,59.993616700419075,2024-02-19 12h59.58.076410 -0500,
,,,,120.34971400001086,,,,120.33417779998854,125.33322979998775,125.33323550003115,125.34978519997094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
