15.5614 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C64F3CCE50>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C64F3CCDF0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C64F3CCC10>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001C64F8C40D0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.5614 	EXP 	window1: mouseVisible = True
15.5614 	EXP 	window1: backgroundImage = ''
15.5614 	EXP 	window1: backgroundFit = 'none'
15.5622 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.5622 	EXP 	window1: recordFrameIntervals = False
15.7279 	EXP 	window1: recordFrameIntervals = True
15.9113 	EXP 	Screen (0) actual frame rate measured at 59.98Hz
15.9113 	EXP 	window1: recordFrameIntervals = False
15.9114 	EXP 	window1: mouseVisible = True
17.0235 	EXP 	2024_RDpaindiscrimination_maintask: status = STARTED
17.0236 	EXP 	window1: mouseVisible = True
17.0559 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
17.1534 	EXP 	window1: mouseVisible = True
