,series,trial,intensity,rating,fired
0,0,0,41,20.000000000000036,1
1,0,1,42,31.000000000000068,1
2,0,2,43,43.50000000000013,1
3,0,3,44,55.49999999999987,1
4,0,4,45,54.999999999999915,1
5,0,5,46,72.99999999999991,1
6,0,6,47,85.00000000000003,1
7,0,7,48,97.00000000000014,1
8,1,0,41,7.500000000000069,1
9,1,1,42,11.000000000000135,1
10,1,2,43,1.2947976024690888e-13,1
11,1,3,44,23.0,1
12,1,4,45,18.500000000000007,1
13,1,5,46,47.499999999999986,1
14,1,6,47,62.49999999999985,1
15,1,7,48,78.49999999999993,1
16,1,8,49,96.00000000000006,1
17,2,0,41,17.500000000000103,1
18,2,1,42,6.000000000000023,1
19,2,2,43,15.000000000000032,1
20,2,3,44,38.500000000000114,1
21,2,4,45,51.99999999999992,1
22,2,5,46,48.500000000000114,1
23,2,6,47,67.49999999999994,1
24,2,7,48,94.50000000000014,1
