,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,1.5000000000000675,1
2,0,2,43,0.0,1
3,0,3,44,0.0,1
4,0,4,45,5.5000000000000675,1
5,0,5,46,31.000000000000068,1
6,0,6,47,52.000000000000064,1
7,0,7,48,64.99999999999991,1
8,0,8,49,82.49999999999993,1
9,0,9,50,90.5,1
10,1,0,41,0.0,1
11,1,1,42,0.0,1
12,1,2,43,0.0,1
13,1,3,44,0.0,1
14,1,4,45,0.0,1
15,1,5,46,22.500000000000064,1
16,1,6,47,41.00000000000001,1
17,1,7,48,50.0,1
18,1,8,49,71.00000000000003,1
19,1,9,50,93.00000000000011,1
20,2,0,41,0.0,1
21,2,1,42,0.0,1
22,2,2,43,0.0,1
23,2,3,44,0.0,1
24,2,4,45,0.0,1
25,2,5,46,14.500000000000172,1
26,2,6,47,30.000000000000036,1
27,2,7,48,54.499999999999915,1
28,2,8,49,72.49999999999989,1
29,2,9,50,90.5,1
