,series,trial,intensity,rating,fired
0,0,0,41,13.00000000000017,1
1,0,1,42,31.50000000000003,1
2,0,2,43,42.500000000000135,1
3,0,3,44,56.99999999999997,1
4,0,4,45,56.99999999999994,1
5,0,5,46,74.49999999999999,1
6,0,6,47,90.49999999999994,1
7,1,0,41,20.000000000000178,1
8,1,1,42,31.499999999999957,1
9,1,2,43,35.000000000000156,1
10,1,3,44,52.0000000000001,1
11,1,4,45,68.49999999999983,1
12,1,5,46,75.99999999999987,1
13,1,6,47,89.5000000000001,1
14,2,0,41,20.00000000000007,1
15,2,1,42,29.00000000000004,1
16,2,2,43,35.000000000000085,1
17,2,3,44,49.4999999999999,1
18,2,4,45,57.999999999999865,1
19,2,5,46,65.99999999999987,1
20,2,6,47,91.49999999999994,1
