,times,neutral,z1,z2,z3,z4,z5
0,0.11262679100036621,37.8,37.6,37.6,37.6,37.5,37.6
1,0.22425365447998047,37.8,37.6,37.6,37.6,37.6,37.6
2,0.33687686920166016,37.8,37.6,37.6,37.6,37.6,37.7
3,0.4485037326812744,37.8,38.0,37.9,37.9,37.9,38.0
4,0.5611271858215332,37.8,38.7,38.6,38.6,38.6,38.8
5,0.6722955703735352,37.8,39.4,39.4,39.3,39.3,39.6
6,0.7849187850952148,37.8,40.1,40.0,40.0,40.0,40.2
7,0.8959097862243652,37.7,40.8,40.7,40.6,40.7,40.9
8,1.008533239364624,37.7,41.4,41.3,41.3,41.3,41.6
9,1.1211564540863037,37.7,42.0,41.9,41.9,41.9,42.2
10,1.232783555984497,37.7,42.1,42.0,42.0,42.0,42.3
11,1.3454065322875977,37.7,42.0,42.0,42.0,42.0,42.2
12,1.4570331573486328,37.7,42.1,42.0,42.0,42.0,42.2
13,1.5696563720703125,37.7,42.1,42.0,42.0,42.0,42.2
14,1.6812829971313477,37.7,42.1,42.0,42.0,42.0,42.2
15,1.7939062118530273,37.7,42.1,42.0,42.0,42.0,42.2
16,1.9050450325012207,37.7,42.1,42.0,42.0,42.1,42.2
17,2.0176684856414795,37.7,42.1,42.0,42.0,42.0,42.2
18,2.129629135131836,37.7,42.1,42.0,42.0,42.0,42.2
19,2.24125599861145,37.7,42.1,42.0,42.0,42.1,42.2
20,2.35387921333313,37.7,42.1,42.0,42.0,42.0,42.2
21,2.465505838394165,37.7,42.1,42.0,42.0,42.0,42.2
22,2.578129529953003,37.7,42.1,42.0,42.1,42.0,42.2
23,2.689755439758301,37.7,42.1,42.0,42.1,42.0,42.2
24,2.8023791313171387,37.7,42.1,42.0,42.1,42.0,42.2
25,2.914005756378174,37.7,42.1,42.0,42.1,42.0,42.2
26,3.0266289710998535,37.7,42.1,42.0,42.1,42.0,42.2
27,3.1382558345794678,37.7,42.1,42.0,42.1,42.0,42.2
28,3.250875473022461,37.7,42.1,42.1,42.1,42.0,42.2
29,3.3625059127807617,37.7,42.1,42.1,42.1,42.0,42.2
30,3.4741322994232178,37.7,42.1,42.1,42.1,42.0,42.2
31,3.5867559909820557,37.7,42.1,42.1,42.1,42.0,42.2
32,3.6983823776245117,37.8,42.1,42.1,42.1,42.0,42.2
33,3.8110058307647705,37.8,42.1,42.1,42.1,42.0,42.2
34,3.9226326942443848,37.8,42.1,42.1,42.1,42.0,42.2
35,4.035255670547485,37.8,42.1,42.1,42.1,42.0,42.2
36,4.146398305892944,37.8,42.1,42.1,42.1,42.0,42.2
37,4.259021997451782,37.8,42.1,42.1,42.1,42.0,42.2
38,4.370648384094238,37.8,42.1,42.1,42.1,42.0,42.2
39,4.4832680225372314,37.8,42.1,42.1,42.1,42.0,42.2
40,4.594898223876953,37.8,42.1,42.1,42.1,42.0,42.2
41,4.707521677017212,37.8,42.1,42.1,42.1,42.0,42.2
42,4.819075584411621,37.8,42.1,42.1,42.1,42.0,42.2
43,4.931912183761597,37.8,42.1,42.1,42.1,42.0,42.2
44,5.043538808822632,37.8,42.1,42.1,42.1,42.0,42.2
45,5.1547112464904785,37.8,42.1,42.1,42.1,42.1,42.2
46,5.268330812454224,37.8,42.1,42.1,42.1,42.1,42.2
47,5.3793134689331055,37.8,42.1,42.1,42.1,42.1,42.2
48,5.491937160491943,37.8,42.1,42.1,42.1,42.1,42.2
49,5.6035637855529785,37.8,42.1,42.1,42.1,42.1,42.2
50,5.716187000274658,37.8,42.1,42.1,42.1,42.1,42.2
51,5.8278138637542725,37.8,42.1,42.1,42.1,42.1,42.2
52,5.9394402503967285,37.8,42.1,42.1,42.1,42.1,42.2
53,6.052063941955566,37.8,42.1,42.1,42.1,42.1,42.2
54,6.1636903285980225,37.8,42.1,42.1,42.1,42.1,42.2
55,6.276313543319702,37.8,42.1,42.1,42.1,42.1,42.2
56,6.387940168380737,37.8,42.1,42.1,42.1,42.1,42.2
57,6.5005598068237305,37.8,42.1,42.1,42.1,42.1,42.2
58,6.6121861934661865,37.8,42.1,42.1,42.1,42.1,42.2
59,6.724813461303711,37.8,42.1,42.1,42.1,42.1,42.2
60,6.836440324783325,37.8,42.1,42.1,42.1,42.1,42.2
61,6.947582960128784,37.8,42.1,42.1,42.1,42.1,42.2
62,7.060206413269043,37.8,42.1,42.1,42.1,42.1,42.2
63,7.172193765640259,37.8,42.1,42.1,42.1,42.1,42.2
64,7.28481650352478,37.8,42.1,42.1,42.1,42.1,42.2
65,7.396443605422974,37.8,42.1,42.1,42.1,42.1,42.2
66,7.509067058563232,37.8,42.1,42.1,42.1,42.1,42.2
67,7.620689630508423,37.8,42.1,42.1,42.1,42.1,42.2
68,7.733313798904419,37.8,42.1,42.1,42.1,42.1,42.2
69,7.844943523406982,37.8,42.1,42.1,42.1,42.1,42.2
70,7.957324028015137,37.8,42.1,42.1,42.1,42.1,42.2
71,8.06895112991333,37.8,42.1,42.1,42.1,42.1,42.2
72,8.181574821472168,37.8,42.1,42.1,42.1,42.1,42.2
73,8.293200731277466,37.8,42.1,42.1,42.1,42.1,42.2
74,8.405823945999146,37.8,42.1,42.1,42.1,42.1,42.2
75,8.518447875976562,37.8,42.1,42.1,42.1,42.1,42.2
76,8.630074262619019,37.8,42.1,42.1,42.1,42.1,42.2
77,8.741696119308472,37.8,42.1,42.1,42.1,42.1,42.2
78,8.853327512741089,37.8,42.1,42.1,42.1,42.1,42.2
79,8.965950965881348,37.8,42.1,42.1,42.1,42.1,42.2
80,9.077577352523804,37.8,42.1,42.1,42.1,42.1,42.2
81,9.190232753753662,37.8,42.1,42.1,42.1,42.1,42.2
82,9.301859140396118,37.8,42.1,42.1,42.1,42.1,42.2
83,9.414482593536377,37.8,42.1,42.1,42.1,42.1,42.2
84,9.52610969543457,37.8,42.1,42.1,42.1,42.1,42.2
85,9.638732671737671,37.8,42.1,42.1,42.1,42.1,42.2
86,9.749894380569458,37.8,42.1,42.1,42.1,42.1,42.2
87,9.862517595291138,37.8,42.1,42.1,42.1,42.1,42.2
88,9.974534511566162,37.8,42.1,42.1,42.1,42.1,42.2
89,10.086161136627197,37.8,42.1,42.1,42.1,42.1,42.2
90,10.198784589767456,37.8,42.1,42.1,42.1,42.1,42.2
91,10.310411214828491,37.8,42.1,42.1,42.1,42.1,42.2
92,10.423034429550171,37.8,42.1,42.1,42.1,42.1,42.2
93,10.534661054611206,37.8,42.1,42.1,42.1,42.1,42.2
94,10.647284269332886,37.8,42.1,42.1,42.1,42.1,42.2
95,10.7589111328125,37.8,42.1,42.1,42.1,42.1,42.2
96,10.871534585952759,37.8,42.1,42.1,42.1,42.1,42.2
97,10.983160972595215,37.8,42.1,42.1,42.1,42.1,42.2
98,11.094787836074829,37.8,42.1,42.1,42.1,42.1,42.2
99,11.20741081237793,37.8,42.1,42.1,42.1,42.1,42.2
100,11.319037914276123,37.8,42.1,42.1,42.1,42.1,42.2
101,11.431660890579224,37.8,42.0,42.0,42.0,42.0,42.1
102,11.542800188064575,37.8,41.5,41.6,41.5,41.5,41.6
103,11.655423641204834,37.8,40.8,41.0,40.9,40.8,40.9
104,11.76744270324707,37.9,40.2,40.4,40.3,40.2,40.2
105,11.88006591796875,37.9,39.8,39.9,39.9,39.8,39.7
106,11.991205215454102,37.9,39.2,39.2,39.3,39.2,39.2
107,12.105120420455933,37.9,38.5,38.5,38.5,38.5,38.5
108,12.215102910995483,37.9,38.0,38.2,38.2,38.1,37.9
109,12.327726602554321,38.0,38.0,38.2,38.2,38.1,37.7
110,12.440349817276001,38.0,38.2,38.2,38.2,38.2,37.8
111,12.551976919174194,38.0,38.2,38.2,38.1,38.2,37.9
