,temp_pic_mean,temp_pic_max,temp_pic_min,temp_plateau_mean,temp_plateau_max,temp_plateau_min,temp_placebo_mean,temp_placebo_max,temp_placebo_min,placebo_effect_mean,placebo_effect_max,placebo_effect_min,placebo_effect_sd,accuracy_all_mean,accuracy_all_max,accuracy_all_min,accuracy_all_ci_lower,accuracy_all_ci_upper,accuracy_active_ci_lower,accuracy_active_ci_upper,accuracy_active_mean,accuracy_active_max,accuracy_active_min,accuracy_inactive_mean,accuracy_inactive_max,accuracy_inactive_min,accuracy_inactive_ci_lower,accuracy_inactive_ci_upper,accuracy_all_sd,accuracy_active_sd,accuracy_inactive_sd
0,0.7788095238095238,1.0,0.4,45.8095238095238,48.8,41.8,44.15238095238095,48.2,41.0,17.257790883971808,47.64705882352935,0.5706134094150899,11.79494756658168,0.7825732846902201,0.96875,0.53125,0.7436392739139902,0.8215072954664501,0.7264199543741244,0.8206038551496849,0.7735119047619047,1.0,0.4375,0.7918792517006802,1.0,0.5625,0.751721274622271,0.8320372287790894,0.12493989073894247,0.1511188551816263,0.12886761904161675
