,total_participants,total_males,total_females,total_others,mean_age,sd_age,min_age,max_age,age_males_mean,age_females_mean,age_others_mean,age_males_min,age_females_min,age_others min,age_males_max,age_females_max,age_others_max
0,46,13,32,1,27.91304347826087,9.699544289310188,19.0,58.0,27.153846153846153,27.9375,37.0,20.0,19.0,37.0,49.0,58.0,37.0
