,temp_pic_mean_all,temp_pic_max_all,temp_pic_min_all,temp_plateau_mean_all,temp_plateau_max_all,temp_plateau_min_all,temp_placebo_mean_all,temp_placebo_max_all,temp_placebo_min_all,temp_pic_sd,temp_plateau_sd,temp_placebo_sd
0,0.7788095238095238,1.0,0.4,45.8095238095238,48.8,41.8,44.15238095238095,48.2,41.0,0.1708972360014592,1.654087254579015,1.8309318026539936
