n_final_sample,n_males,n_females,n_nonbinary,age_mean,age_sd,age_min,age_max,n_excluded_custom,excluded_custom,n_excluded_perfect_belowchance,excluded_perfect_belowchance,n_excluded_low_placebo,excluded_low_placebo,placebo_effect_mean_pct,placebo_effect_min_pct,placebo_effect_max_pct,placebo_effect_sd_pct,anova_condition_F,anova_condition_p,anova_condition_df1,anova_condition_df2,anova_condition_eta2,anova_block_F,anova_block_p,anova_block_df1,anova_block_df2,anova_block_eta2,anova_interaction_F,anova_interaction_p,anova_interaction_df1,anova_interaction_df2,anova_interaction_eta2,pain_ttest_t,pain_ttest_p,pain_ttest_df,pain_ttest_d,acc_overall_mean,acc_overall_min,acc_overall_max,acc_overall_sd,acc_overall_ci_lower,acc_overall_ci_upper,acc_active_mean,acc_active_min,acc_active_max,acc_active_sd,acc_active_ci_lower,acc_active_ci_upper,acc_inactive_mean,acc_inactive_min,acc_inactive_max,acc_inactive_sd,acc_inactive_ci_lower,acc_inactive_ci_upper,discrim_ttest_t,discrim_ttest_p,discrim_ttest_df,discrim_ttest_dz,discrim_BF10,tost_mean_diff,tost_sd_diff,tost_bounds_cohen_d,tost_lower_t,tost_lower_p,tost_lower_df,tost_upper_t,tost_upper_p,tost_upper_df,tost_p,corr_placebo_acc_r,corr_placebo_acc_p,corr_placebo_acc_n,corr_placebo_acc_BF10,corr_staiy1_placebo_r,corr_staiy1_placebo_p,corr_staiy1_acc_r,corr_staiy1_acc_p,corr_staiy2_placebo_r,corr_staiy2_placebo_p,corr_staiy2_acc_r,corr_staiy2_acc_p,corr_pcs_placebo_r,corr_pcs_placebo_p,corr_pcs_acc_r,corr_pcs_acc_p,temp_plateau_mean,temp_plateau_min,temp_plateau_max,temp_plateau_sd,temp_placebo_mean,temp_placebo_min,temp_placebo_max,temp_placebo_sd,temp_pic_mean,temp_pic_min,temp_pic_max,temp_pic_sd
46,13,32,1,27.91,9.7,19,58,3,sub-052; sub-057; sub-070,7,sub-015; sub-017; sub-019; sub-020; sub-033; sub-034; sub-054,10,sub-013; sub-022; sub-029; sub-039; sub-047; sub-056; sub-061; sub-068; sub-071; sub-074,17.33,0.57,47.65,11.56,106.26,1.99326971859842e-13,1,45,0.065,0.77,0.3844,1,45,0.001,0.01,0.9159,1,45,0.0,-10.31,1.99326971859847e-13,45,0.55,77.88,53.12,96.88,12.9,74.05,81.71,76.82,37.5,100.0,16.23,72.0,81.64,78.96,56.25,100.0,12.97,75.11,82.81,1.04,0.3061,45,0.15,0.264,0.021,0.14,0.45,4.09,8.880112351313001e-05,45,-2.02,0.0249,45,0.024851961682404413,0.02,0.8897,46,0.186,0.24,0.1106,0.24,0.1061,0.19,0.2008,0.18,0.2365,0.16,0.2839,0.11,0.4524,45.84,41.8,48.8,1.59,44.16,41.0,48.2,1.77,0.79,0.4,1.0,0.17
