,p_val,t_low_bound,p_low_bound,df_low_bound,t_high_bound,p_high_bound,df_high_bound,mean_diff,cohen_dz_bounds,sd_diff,raw_diff,n_participants
0,0.024750972353313506,4.089136058794392,8.828280984549158e-05,45.0,-2.0186931291916714,0.024750972353313506,45.0,0.02138975155279503,0.45,0.14013653910852655,0.06306144259883695,46
