,series,trial,intensity,rating,fired
0,0,0,41,4.500000000000058,1
1,0,1,42,7.000000000000166,1
2,0,2,43,14.000000000000075,1
3,0,3,44,23.999999999999993,1
4,0,4,45,37.000000000000156,1
5,0,5,46,41.00000000000014,1
6,0,6,47,52.49999999999996,1
7,1,0,41,2.5000000000002003,1
8,1,1,42,3.0000000000000937,1
9,1,2,43,3.9999999999999876,1
10,1,3,44,10.000000000000169,1
11,1,4,45,21.500000000000064,1
12,1,5,46,33.50000000000016,1
13,1,6,47,43.999999999999915,1
14,2,0,41,1.0000000000000673,1
15,2,1,42,2.000000000000023,1
16,2,2,43,5.50000000000013,1
17,2,3,44,6.500000000000201,1
18,2,4,45,14.500000000000137,1
19,2,5,46,29.500000000000107,1
20,2,6,47,42.000000000000135,1
