,series,trial,intensity,rating,fired
0,0,0,41,17.00000000000014,1
1,0,1,42,17.00000000000014,1
2,0,2,43,29.499999999999975,1
3,0,3,44,38.99999999999997,1
4,0,4,45,59.49999999999993,1
5,0,5,46,64.99999999999984,1
6,0,6,47,72.99999999999991,1
7,0,7,48,79.9999999999998,1
8,1,0,41,4.500000000000093,1
9,1,1,42,2.5000000000000937,1
10,1,2,43,17.500000000000068,1
11,1,3,44,23.999999999999993,1
12,1,4,45,23.500000000000057,1
13,1,5,46,46.000000000000085,1
14,1,6,47,59.00000000000007,1
15,1,7,48,70.49999999999996,1
16,1,8,49,95.50000000000009,1
17,2,0,41,9.000000000000025,1
18,2,1,42,2.4999999999999876,1
19,2,2,43,0.0,1
20,2,3,44,23.5000000000002,1
21,2,4,45,21.000000000000032,1
22,2,5,46,29.500000000000142,1
23,2,6,47,58.99999999999986,1
24,2,7,48,66.49999999999997,1
25,2,8,49,79.99999999999986,1
