,temp_pic_mean_all,temp_pic_max_all,temp_pic_min_all,temp_plateau_mean_all,temp_plateau_max_all,temp_plateau_min_all,temp_placebo_mean_all,temp_placebo_max_all,temp_placebo_min_all,temp_pic_sd,temp_plateau_sd,temp_placebo_sd
0,0.7155172413793104,1.0,-0.9,45.772413793103446,48.8,41.8,44.06896551724138,48.2,41.0,0.35534275412114985,1.6841480575658885,1.897950670794284
