,p_val,t_low_bound,p_low_bound,df_low_bound,t_high_bound,p_high_bound,df_high_bound,mean_diff,cohen_dz_bounds,sd_diff,raw_diff,n_participants
0,0.060677726247531,4.436709066088921,6.454012263979943e-05,28.0,-1.5976097967900715,0.060677726247531,28.0,0.030911330049261082,0.56,0.11726437925089536,0.06566805238050141,29
