,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,0.0,1
2,0,2,43,4.000000000000067,1
3,0,3,44,4.5000000000002,1
4,0,4,45,13.000000000000028,1
5,0,5,46,16.000000000000032,1
6,0,6,47,27.000000000000057,1
7,0,7,48,50.0,1
8,0,8,49,55.99999999999995,1
9,0,9,50,61.49999999999986,1
10,1,0,41,0.0,1
11,1,1,42,0.0,1
12,1,2,43,0.0,1
13,1,3,44,2.0000000000000586,1
14,1,4,45,7.000000000000095,1
15,1,5,46,6.500000000000023,1
16,1,6,47,23.000000000000096,1
17,1,7,48,48.49999999999991,1
18,1,8,49,57.499999999999936,1
19,1,9,50,61.99999999999993,1
20,2,0,41,0.0,1
21,2,1,42,0.0,1
22,2,2,43,0.0,1
23,2,3,44,7.500000000000167,1
24,2,4,45,12.50000000000017,1
25,2,5,46,30.99999999999996,1
26,2,6,47,34.50000000000013,1
27,2,7,48,53.499999999999886,1
28,2,8,49,62.999999999999986,1
