,neutral,z1,z2,z3,z4,z5
0,37.8,37.7,37.9,37.8,37.7,37.6
1,37.8,37.7,37.9,37.8,37.7,37.6
2,37.8,38.0,38.0,38.0,37.9,37.9
3,37.8,39.1,39.0,39.0,38.9,38.9
4,37.8,40.8,40.5,40.5,40.5,40.5
5,37.7,42.2,42.0,42.0,41.9,42.0
6,37.7,43.6,43.3,43.3,43.3,43.3
7,37.6,45.1,44.7,44.7,44.7,44.8
8,37.6,46.5,46.1,46.1,46.1,46.2
9,37.5,47.3,46.9,46.9,47.0,47.1
10,37.5,47.3,47.0,47.0,47.0,47.1
11,37.5,47.2,46.9,46.9,46.9,47.0
12,37.5,47.3,47.0,47.0,47.0,47.0
13,37.5,47.3,47.0,47.0,47.0,47.1
14,37.5,47.2,47.0,47.0,47.0,47.0
15,37.5,47.3,47.0,47.0,47.0,47.1
16,37.5,47.3,47.0,47.1,47.1,47.1
17,37.5,47.3,47.0,47.1,47.1,47.1
18,37.5,47.2,47.1,47.1,47.1,47.1
19,37.5,47.3,47.1,47.1,47.1,47.1
20,37.5,47.3,47.1,47.1,47.1,47.1
21,37.6,47.3,47.1,47.1,47.1,47.1
22,37.6,47.3,47.1,47.1,47.1,47.1
23,37.6,47.3,47.1,47.1,47.1,47.1
24,37.6,47.3,47.1,47.1,47.1,47.1
25,37.6,47.3,47.1,47.1,47.1,47.1
26,37.6,47.3,47.1,47.1,47.1,47.1
27,37.6,47.3,47.1,47.1,47.1,47.1
28,37.6,47.3,47.1,47.1,47.1,47.2
29,37.6,47.3,47.1,47.1,47.1,47.2
30,37.6,47.3,47.1,47.1,47.1,47.2
31,37.6,47.3,47.1,47.1,47.1,47.2
32,37.7,47.3,47.1,47.1,47.1,47.2
33,37.7,47.3,47.1,47.2,47.1,47.2
34,37.7,47.3,47.2,47.2,47.1,47.2
35,37.7,47.3,47.2,47.2,47.1,47.2
36,37.7,47.3,47.2,47.2,47.1,47.2
37,37.7,47.3,47.2,47.2,47.1,47.2
38,37.7,47.3,47.2,47.2,47.1,47.2
39,37.7,47.3,47.2,47.2,47.1,47.2
40,37.7,47.3,47.2,47.2,47.1,47.2
41,37.7,47.3,47.2,47.2,47.1,47.2
42,37.7,47.3,47.2,47.2,47.1,47.2
43,37.7,47.3,47.2,47.2,47.2,47.2
44,37.7,47.3,47.2,47.2,47.2,47.2
45,37.7,47.3,47.2,47.2,47.2,47.2
46,37.7,47.3,47.2,47.2,47.2,47.2
47,37.7,47.3,47.2,47.2,47.2,47.2
48,37.7,47.3,47.2,47.3,47.3,47.3
49,37.7,47.5,47.4,47.4,47.5,47.5
50,37.7,47.6,47.5,47.5,47.5,47.6
51,37.7,47.5,47.5,47.5,47.5,47.5
52,37.7,47.5,47.5,47.5,47.5,47.5
53,37.7,47.6,47.5,47.5,47.5,47.5
54,37.7,47.6,47.5,47.5,47.5,47.5
55,37.7,47.5,47.5,47.5,47.5,47.5
56,37.7,47.6,47.5,47.5,47.5,47.5
57,37.7,47.6,47.5,47.5,47.5,47.5
58,37.7,47.4,47.4,47.4,47.4,47.4
59,37.7,47.3,47.2,47.2,47.2,47.2
60,37.7,47.2,47.2,47.2,47.2,47.2
61,37.7,47.3,47.2,47.2,47.2,47.2
62,37.7,47.3,47.2,47.2,47.2,47.2
63,37.7,47.2,47.2,47.2,47.2,47.2
64,37.7,47.3,47.2,47.2,47.2,47.2
65,37.7,47.3,47.2,47.2,47.2,47.3
66,37.7,47.2,47.2,47.2,47.2,47.2
67,37.7,47.2,47.2,47.2,47.2,47.2
68,37.7,47.3,47.2,47.2,47.2,47.2
69,37.7,47.3,47.2,47.2,47.2,47.2
70,37.7,47.2,47.2,47.2,47.2,47.2
71,37.7,47.2,47.2,47.2,47.2,47.2
72,37.7,47.3,47.2,47.2,47.2,47.2
73,37.7,47.3,47.2,47.2,47.2,47.2
74,37.7,47.3,47.2,47.2,47.2,47.2
75,37.7,47.3,47.2,47.2,47.2,47.2
76,37.7,47.3,47.2,47.2,47.2,47.2
77,37.7,47.3,47.2,47.2,47.2,47.2
78,37.7,47.3,47.2,47.2,47.2,47.2
79,37.8,47.3,47.2,47.2,47.2,47.2
80,37.7,47.3,47.2,47.2,47.2,47.2
81,37.7,47.3,47.2,47.2,47.2,47.2
82,37.8,47.3,47.2,47.2,47.2,47.2
83,37.8,47.3,47.2,47.2,47.2,47.2
84,37.8,47.3,47.2,47.2,47.2,47.2
85,37.8,47.3,47.2,47.2,47.2,47.2
86,37.8,47.3,47.2,47.2,47.2,47.2
87,37.8,47.3,47.2,47.3,47.2,47.2
88,37.8,47.3,47.2,47.3,47.2,47.2
89,37.8,47.3,47.2,47.3,47.2,47.2
90,37.8,47.3,47.2,47.3,47.2,47.2
91,37.8,47.3,47.2,47.3,47.2,47.2
92,37.8,47.3,47.2,47.3,47.2,47.2
93,37.8,47.3,47.2,47.3,47.2,47.2
94,37.8,47.3,47.2,47.3,47.2,47.2
95,37.8,47.3,47.2,47.3,47.2,47.2
96,37.8,47.3,47.2,47.3,47.2,47.2
97,37.8,47.3,47.2,47.3,47.2,47.2
