,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,3.0,1
2,0,2,43,6.0,1
3,0,3,44,11.000000000000004,1
4,0,4,45,25.000000000000064,1
5,0,5,46,35.99999999999994,1
6,0,6,47,50.00000000000007,1
7,0,7,48,67.49999999999987,1
8,1,0,41,0.0,1
9,1,1,42,2.9999999999999964,1
10,1,2,43,4.000000000000067,1
11,1,3,44,6.000000000000023,1
12,1,4,45,8.50000000000006,1
13,1,5,46,20.000000000000078,1
14,1,6,47,34.50000000000016,1
15,1,7,48,61.99999999999993,1
16,2,0,41,0.0,1
17,2,1,42,0.0,1
18,2,2,43,0.0,1
19,2,3,44,2.0000000000002007,1
20,2,4,45,11.500000000000135,1
21,2,5,46,27.000000000000046,1
22,2,6,47,43.499999999999986,1
23,2,7,48,54.50000000000006,1
