,times,neutral,z1,z2,z3,z4,z5
0,0.11063337326049805,37.9,37.9,38.0,38.0,38.1,37.9
1,0.2222607135772705,37.9,37.9,38.0,38.0,38.1,37.9
2,0.3334026336669922,37.9,38.0,38.1,38.0,38.1,38.0
3,0.44602155685424805,37.9,38.6,38.6,38.6,38.7,38.7
4,0.5586488246917725,37.8,39.8,39.8,39.8,39.9,40.1
5,0.6702752113342285,37.8,41.1,41.1,41.1,41.2,41.4
6,0.782555341720581,37.8,42.3,42.2,42.2,42.3,42.5
7,0.8947246074676514,37.7,43.4,43.4,43.4,43.5,43.7
8,1.0063509941101074,37.7,44.7,44.6,44.6,44.7,45.0
9,1.1183359622955322,37.6,45.5,45.4,45.4,45.5,45.7
10,1.2309277057647705,37.6,45.5,45.5,45.5,45.6,45.7
11,1.3435511589050293,37.6,45.4,45.4,45.4,45.5,45.6
12,1.4546937942504883,37.6,45.5,45.4,45.4,45.5,45.7
13,1.5673131942749023,37.6,45.5,45.5,45.5,45.6,45.7
14,1.6789438724517822,37.6,45.5,45.5,45.5,45.5,45.7
15,1.7909204959869385,37.6,45.5,45.5,45.5,45.6,45.7
16,1.903543472290039,37.6,45.6,45.5,45.5,45.6,45.7
17,2.0151703357696533,37.6,45.6,45.5,45.5,45.6,45.7
18,2.127793312072754,37.6,45.6,45.5,45.5,45.6,45.7
19,2.239419937133789,37.6,45.6,45.6,45.6,45.6,45.7
20,2.352039098739624,37.6,45.6,45.6,45.6,45.6,45.7
21,2.463669776916504,37.6,45.6,45.6,45.6,45.6,45.7
22,2.57529616355896,37.6,45.6,45.6,45.6,45.6,45.7
23,2.6879196166992188,37.6,45.6,45.6,45.6,45.6,45.7
24,2.8005385398864746,37.7,45.6,45.6,45.6,45.6,45.7
25,2.9121692180633545,37.7,45.6,45.6,45.6,45.6,45.7
26,3.0237960815429688,37.7,45.6,45.6,45.6,45.6,45.7
27,3.1359357833862305,37.7,45.6,45.6,45.6,45.6,45.7
28,3.2475624084472656,37.7,45.6,45.6,45.6,45.6,45.7
29,3.3595399856567383,37.7,45.6,45.6,45.6,45.6,45.7
30,3.472163438796997,37.7,45.6,45.6,45.6,45.6,45.7
31,3.584786891937256,37.7,45.6,45.6,45.6,45.7,45.7
32,3.6964128017425537,37.7,45.6,45.6,45.6,45.7,45.7
33,3.808039665222168,37.7,45.6,45.6,45.6,45.7,45.7
34,3.9206628799438477,37.7,45.7,45.6,45.6,45.7,45.7
35,4.032289743423462,37.7,45.7,45.6,45.6,45.7,45.7
36,4.144912481307983,37.7,45.7,45.6,45.6,45.7,45.7
37,4.2565391063690186,37.7,45.7,45.6,45.6,45.7,45.7
38,4.369162559509277,37.7,45.7,45.6,45.6,45.7,45.7
39,4.480788946151733,37.8,45.7,45.6,45.6,45.7,45.8
40,4.5924153327941895,37.8,45.7,45.6,45.6,45.7,45.8
41,4.705038547515869,37.8,45.7,45.6,45.6,45.7,45.8
42,4.817657709121704,37.8,45.7,45.6,45.6,45.7,45.8
43,4.929288387298584,37.8,45.7,45.6,45.6,45.7,45.8
44,5.040915250778198,37.8,45.7,45.6,45.6,45.7,45.8
45,5.153538227081299,37.8,45.7,45.6,45.6,45.7,45.8
46,5.265164852142334,37.8,45.7,45.6,45.6,45.7,45.8
47,5.377842664718628,37.8,45.7,45.6,45.6,45.7,45.8
48,5.489469528198242,37.8,45.7,45.6,45.6,45.7,45.8
49,5.600471019744873,37.8,45.8,45.7,45.7,45.8,45.8
50,5.7130982875823975,37.8,46.1,46.0,46.1,46.1,46.2
51,5.825721502304077,37.8,46.3,46.3,46.3,46.3,46.4
52,5.937348127365112,37.8,46.3,46.3,46.3,46.3,46.3
53,6.050963640213013,37.8,46.2,46.2,46.2,46.3,46.3
54,6.161597728729248,37.8,46.3,46.3,46.3,46.3,46.4
55,6.274220943450928,37.8,46.3,46.3,46.3,46.3,46.4
56,6.385847568511963,37.8,46.3,46.3,46.3,46.3,46.3
57,6.4985315799713135,37.8,46.3,46.3,46.3,46.3,46.4
58,6.610158205032349,37.8,46.3,46.2,46.3,46.3,46.4
59,6.721784830093384,37.8,46.2,46.1,46.1,46.2,46.2
60,6.834407806396484,37.8,45.8,45.8,45.8,45.8,45.8
61,6.946034669876099,37.8,45.6,45.6,45.6,45.6,45.6
62,7.058657646179199,37.8,45.7,45.7,45.7,45.7,45.8
63,7.170284271240234,37.8,45.7,45.7,45.7,45.7,45.8
64,7.28191065788269,37.8,45.7,45.7,45.7,45.7,45.7
65,7.394534111022949,37.8,45.7,45.7,45.7,45.7,45.7
66,7.506161451339722,37.8,45.7,45.7,45.7,45.7,45.8
