,temp_pic_mean,temp_pic_max,temp_pic_min,temp_plateau_mean,temp_plateau_max,temp_plateau_min,temp_placebo_mean,temp_placebo_max,temp_placebo_min,placebo_effect_mean,placebo_effect_max,placebo_effect_min,accuracy_all_mean,accuracy_all_max,accuracy_all_min,accuracy_active_mean,accuracy_active_max,accuracy_active_min,accuracy_inactive_mean,accuracy_inactive_max,accuracy_inactive_min,accuracy_all_sd,accuracy_active_sd,accuracy_inactive_sd
0,0.7732142857142856,1.0,0.4,45.725,48.8,41.8,44.07142857142857,48.2,41.0,23.719100186575982,47.64705882352935,10.66799601196406,0.7655217933947772,0.96875,0.46875,0.7495535714285715,1.0,0.4375,0.7815688775510203,1.0,0.5,0.14144044963757527,0.1603122727728208,0.14633825254535568
