,temp_pic_mean_all,temp_pic_max_all,temp_pic_min_all,temp_plateau_mean_all,temp_plateau_max_all,temp_plateau_min_all,temp_placebo_mean_all,temp_placebo_max_all,temp_placebo_min_all,temp_pic_sd,temp_plateau_sd,temp_placebo_sd
0,0.7596551724137931,1.0,0.38,45.77241379310345,48.8,41.8,44.1,48.2,41.0,0.1872447359286902,1.6841480575658885,1.9041308478448333
