,p_val,t_low_bound,p_low_bound,df_low_bound,t_high_bound,p_high_bound,df_high_bound,mean_diff,cohen_dz_bounds,sd_diff,raw_diff,n_participants
0,0.26380343761362735,3.5911091212869093,0.0006456725058173027,27.0,-0.6399371798029104,0.26380343761362735,27.0,0.03424744897959183,0.4,0.12281254340309208,0.04912501736123684,28
