,total_participants,total_males,total_females,total_others,mean_age,min_age,max_age,age_males_mean,age_females_mean,age_others_mean,age_males_min,age_females_min,age_others min,age_males_max,age_females_max,age_others_max
0,29,7,22,0,26.896551724137932,19.0,52.0,30.0,25.90909090909091,,20.0,19.0,,49.0,52.0,
