,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,0.0,1
2,0,2,43,2.500000000000067,1
3,0,3,44,2.5000000000000937,1
4,0,4,45,6.000000000000059,1
5,0,5,46,12.000000000000064,1
6,0,6,47,29.500000000000178,1
7,1,0,41,0.0,1
8,1,1,42,0.0,1
9,1,2,43,0.0,1
10,1,3,44,0.0,1
11,1,4,45,0.0,1
12,1,5,46,1.499999999999997,1
13,1,6,47,23.499999999999986,1
14,1,7,48,33.50000000000002,1
15,1,8,49,50.0,1
16,1,9,50,76.50000000000001,1
17,2,0,41,0.0,1
18,2,1,42,2.000000000000165,1
19,2,2,43,0.0,1
20,2,3,44,0.0,1
21,2,4,45,1.5000000000000675,1
22,2,5,46,19.50000000000007,1
23,2,6,47,15.00000000000021,1
24,2,7,48,32.000000000000135,1
25,2,8,49,64.99999999999984,1
