,times,neutral,z1,z2,z3,z4,z5
0,0.11361980438232422,37.7,37.6,37.4,37.4,37.5,37.5
1,0.2262430191040039,37.7,37.6,37.4,37.4,37.5,37.5
2,0.33786940574645996,37.7,37.6,37.4,37.4,37.5,37.6
3,0.45049285888671875,37.7,38.0,37.7,37.7,37.8,38.0
4,0.5621192455291748,37.7,38.9,38.5,38.6,38.7,38.9
5,0.6745100021362305,37.6,39.7,39.4,39.4,39.5,39.7
6,0.7857937812805176,37.6,40.4,40.0,40.1,40.2,40.4
7,0.8984169960021973,37.6,41.2,40.8,40.8,41.0,41.2
8,1.0100433826446533,37.6,42.0,41.6,41.6,41.8,42.0
9,1.122666597366333,37.5,42.6,42.2,42.2,42.4,42.6
10,1.2342898845672607,37.5,42.7,42.5,42.5,42.6,42.8
11,1.3469171524047852,37.5,42.7,42.5,42.5,42.6,42.7
12,1.4580786228179932,37.5,42.7,42.5,42.5,42.6,42.7
13,1.5707015991210938,37.5,42.7,42.5,42.5,42.6,42.8
14,1.681673288345337,37.5,42.6,42.5,42.5,42.6,42.8
15,1.7952930927276611,37.5,42.7,42.5,42.5,42.6,42.8
16,1.9069197177886963,37.5,42.7,42.5,42.6,42.6,42.8
17,2.0185463428497314,37.5,42.7,42.6,42.6,42.6,42.8
18,2.131169557571411,37.5,42.7,42.6,42.6,42.6,42.8
19,2.2427961826324463,37.6,42.7,42.6,42.6,42.6,42.8
20,2.355419158935547,37.6,42.7,42.6,42.6,42.6,42.8
21,2.468039035797119,37.6,42.7,42.6,42.6,42.6,42.8
22,2.579669237136841,37.6,42.7,42.6,42.6,42.6,42.8
23,2.691295862197876,37.6,42.7,42.6,42.6,42.7,42.8
24,2.8039186000823975,37.6,42.7,42.6,42.6,42.7,42.8
25,2.915060520172119,37.6,42.7,42.6,42.6,42.7,42.8
26,3.027683734893799,37.6,42.7,42.6,42.6,42.7,42.8
27,3.139629364013672,37.6,42.7,42.6,42.6,42.7,42.8
28,3.251256227493286,37.6,42.7,42.6,42.6,42.7,42.8
29,3.3638792037963867,37.6,42.7,42.6,42.6,42.7,42.8
30,3.475505828857422,37.6,42.7,42.6,42.6,42.7,42.8
31,3.5881288051605225,37.6,42.8,42.6,42.6,42.7,42.8
32,3.7007486820220947,37.6,42.7,42.6,42.6,42.7,42.8
33,3.8123786449432373,37.6,42.7,42.6,42.6,42.7,42.8
34,3.9240052700042725,37.6,42.7,42.6,42.6,42.7,42.8
35,4.036628246307373,37.6,42.7,42.6,42.6,42.7,42.8
36,4.148255109786987,37.6,42.8,42.7,42.7,42.7,42.8
37,4.259881496429443,37.6,42.8,42.7,42.7,42.7,42.8
38,4.372504949569702,37.6,42.8,42.7,42.7,42.7,42.8
39,4.484127759933472,37.6,42.8,42.7,42.7,42.7,42.8
40,4.596754789352417,37.6,42.8,42.7,42.7,42.7,42.8
41,4.708381652832031,37.7,42.8,42.7,42.7,42.7,42.8
42,4.821000814437866,37.7,42.8,42.7,42.7,42.7,42.8
43,4.932630777359009,37.7,42.8,42.7,42.7,42.7,42.8
44,5.044257640838623,37.7,42.8,42.7,42.7,42.7,42.8
45,5.156396150588989,37.7,42.8,42.7,42.7,42.7,42.8
46,5.2684266567230225,37.7,42.8,42.7,42.7,42.7,42.8
47,5.381054878234863,37.7,42.8,42.7,42.7,42.7,42.8
48,5.492681264877319,37.7,42.8,42.7,42.7,42.7,42.8
49,5.605304718017578,37.7,42.8,42.7,42.7,42.7,42.8
50,5.7179272174835205,37.7,42.8,42.7,42.7,42.7,42.8
51,5.829554319381714,37.7,42.8,42.7,42.7,42.7,42.8
52,5.94118070602417,37.7,42.8,42.7,42.7,42.7,42.8
53,6.053804159164429,37.7,42.8,42.7,42.7,42.7,42.8
54,6.165430545806885,37.7,42.8,42.7,42.7,42.7,42.8
55,6.277057409286499,37.7,42.8,42.7,42.7,42.7,42.8
56,6.3896803855896,37.7,42.8,42.7,42.7,42.7,42.8
57,6.50143837928772,37.7,42.8,42.7,42.7,42.7,42.8
58,6.6140618324279785,37.7,42.8,42.7,42.7,42.7,42.8
59,6.725038528442383,37.7,42.8,42.7,42.7,42.7,42.8
60,6.8376617431640625,37.7,42.8,42.7,42.7,42.7,42.8
61,6.950281143188477,37.7,42.8,42.7,42.7,42.7,42.8
62,7.061911344528198,37.7,42.8,42.7,42.7,42.7,42.8
63,7.173537969589233,37.7,42.8,42.7,42.7,42.7,42.8
64,7.285997629165649,37.7,42.8,42.7,42.7,42.7,42.8
65,7.397624254226685,37.7,42.8,42.7,42.7,42.7,42.8
66,7.509764671325684,37.7,42.8,42.7,42.7,42.7,42.8
67,7.622386932373047,37.7,42.8,42.7,42.7,42.7,42.8
68,7.733384609222412,37.7,42.8,42.7,42.7,42.7,42.8
69,7.846011400222778,37.7,42.8,42.7,42.7,42.7,42.8
70,7.958634614944458,37.7,42.8,42.7,42.7,42.7,42.8
71,8.069777250289917,37.7,42.8,42.7,42.7,42.7,42.8
72,8.18233346939087,37.7,42.8,42.7,42.7,42.7,42.8
73,8.294306755065918,37.7,42.8,42.7,42.7,42.7,42.8
74,8.406929731369019,37.7,42.8,42.7,42.7,42.7,42.8
75,8.518073797225952,37.7,42.8,42.7,42.7,42.7,42.8
76,8.63069748878479,37.7,42.8,42.7,42.7,42.7,42.8
77,8.742676019668579,37.7,42.8,42.7,42.7,42.7,42.8
78,8.855299234390259,37.7,42.8,42.7,42.7,42.7,42.8
79,8.967918395996094,37.7,42.8,42.7,42.7,42.7,42.8
80,9.079065799713135,37.7,42.8,42.7,42.7,42.7,42.8
81,9.191157102584839,37.7,42.8,42.7,42.7,42.7,42.8
82,9.30310845375061,37.7,42.8,42.7,42.7,42.7,42.8
83,9.41573166847229,37.7,42.8,42.7,42.7,42.7,42.8
84,9.527358055114746,37.7,42.8,42.7,42.7,42.7,42.8
85,9.63898491859436,37.7,42.8,42.7,42.7,42.7,42.8
86,9.751607656478882,37.7,42.8,42.7,42.7,42.7,42.8
87,9.863234519958496,37.7,42.8,42.7,42.7,42.7,42.8
88,9.975857734680176,37.7,42.8,42.7,42.7,42.7,42.8
89,10.087484121322632,37.7,42.8,42.7,42.7,42.7,42.8
90,10.200107336044312,37.7,42.8,42.7,42.7,42.7,42.8
91,10.311734199523926,37.7,42.8,42.7,42.7,42.7,42.8
92,10.424357175827026,37.7,42.8,42.7,42.7,42.7,42.8
93,10.535983800888062,37.7,42.8,42.7,42.7,42.7,42.8
94,10.647610187530518,37.7,42.8,42.7,42.7,42.7,42.8
95,10.760233402252197,37.7,42.8,42.7,42.7,42.7,42.8
96,10.871860027313232,37.7,42.8,42.7,42.7,42.7,42.8
97,10.984483242034912,37.7,42.8,42.7,42.7,42.7,42.8
98,11.096109867095947,37.7,42.8,42.7,42.7,42.7,42.8
99,11.208733081817627,37.7,42.4,42.4,42.4,42.4,42.5
100,11.31987190246582,37.7,41.7,41.7,41.7,41.7,41.7
101,11.4324951171875,37.7,40.8,41.0,41.0,40.9,40.8
102,11.543655633926392,37.8,40.1,40.5,40.5,40.3,40.1
103,11.656278848648071,37.8,39.6,39.9,39.9,39.8,39.6
104,11.76826286315918,37.8,39.1,39.1,39.1,39.1,39.1
105,11.88088607788086,37.9,38.3,38.4,38.4,38.4,38.3
106,11.992024898529053,37.9,37.8,38.1,38.2,38.1,37.8
107,12.10863447189331,37.9,37.8,38.2,38.2,38.2,37.7
108,12.217639684677124,37.9,37.9,38.2,38.2,38.2,37.8
109,12.32926607131958,37.9,38.0,38.1,38.2,38.1,37.9
110,12.440439939498901,37.9,38.1,38.1,38.2,38.1,37.9
111,12.55329418182373,37.9,38.1,38.1,38.1,38.1,37.9
