,p_val,t_low_bound,p_low_bound,df_low_bound,t_high_bound,p_high_bound,df_high_bound,mean_diff,cohen_dz_bounds,sd_diff,raw_diff,n_participants
0,0.10576921811935616,3.64953557981934,0.000513299853332419,29.0,-1.277558102004473,0.10576921811935616,29.0,0.03071428571428571,0.45,0.1418471067345099,0.06383119803052946,30
