,total_participants,total_males,total_females,total_others,mean_age,sd_age,min_age,max_age,age_males_mean,age_females_mean,age_others_mean,age_males_min,age_females_min,age_others min,age_males_max,age_females_max,age_others_max
0,28,7,21,0,27.357142857142858,9.109271978530227,19.0,52.0,30.0,26.476190476190474,,20.0,19.0,,49.0,52.0,
