n_final_sample,n_males,n_females,n_nonbinary,age_mean,age_sd,age_min,age_max,n_excluded_custom,excluded_custom,n_excluded_perfect_belowchance,excluded_perfect_belowchance,n_excluded_low_placebo,excluded_low_placebo,placebo_effect_mean_pct,placebo_effect_min_pct,placebo_effect_max_pct,placebo_effect_sd_pct,anova_condition_F,anova_condition_p,anova_condition_df1,anova_condition_df2,anova_condition_eta2,anova_block_F,anova_block_p,anova_block_df1,anova_block_df2,anova_block_eta2,anova_interaction_F,anova_interaction_p,anova_interaction_df1,anova_interaction_df2,anova_interaction_eta2,pain_ttest_t,pain_ttest_p,pain_ttest_df,pain_ttest_d,acc_overall_mean,acc_overall_min,acc_overall_max,acc_overall_sd,acc_overall_ci_lower,acc_overall_ci_upper,acc_active_mean,acc_active_min,acc_active_max,acc_active_sd,acc_active_ci_lower,acc_active_ci_upper,acc_inactive_mean,acc_inactive_min,acc_inactive_max,acc_inactive_sd,acc_inactive_ci_lower,acc_inactive_ci_upper,discrim_ttest_t,discrim_ttest_p,discrim_ttest_df,discrim_ttest_dz,discrim_BF10,tost_mean_diff,tost_sd_diff,tost_bounds_cohen_d,tost_lower_t,tost_lower_p,tost_lower_df,tost_upper_t,tost_upper_p,tost_upper_df,tost_p,corr_placebo_acc_r,corr_placebo_acc_p,corr_placebo_acc_n,corr_placebo_acc_BF10,corr_staiy1_placebo_r,corr_staiy1_placebo_p,corr_staiy1_acc_r,corr_staiy1_acc_p,corr_staiy2_placebo_r,corr_staiy2_placebo_p,corr_staiy2_acc_r,corr_staiy2_acc_p,corr_pcs_placebo_r,corr_pcs_placebo_p,corr_pcs_acc_r,corr_pcs_acc_p,temp_plateau_mean,temp_plateau_min,temp_plateau_max,temp_plateau_sd,temp_placebo_mean,temp_placebo_min,temp_placebo_max,temp_placebo_sd,temp_pic_mean,temp_pic_min,temp_pic_max,temp_pic_sd
30,8,22,0,27.23,8.81,19,52,3,sub-052; sub-057; sub-070,7,sub-015; sub-017; sub-019; sub-020; sub-033; sub-034; sub-054,26,sub-010; sub-013; sub-016; sub-018; sub-021; sub-022; sub-025; sub-029; sub-032; sub-035; sub-039; sub-041; sub-046; sub-047; sub-048; sub-050; sub-051; sub-056; sub-059; sub-060; sub-061; sub-066; sub-068; sub-071; sub-072; sub-074,23.42,10.67,47.65,9.61,177.61,6.801120210211835e-14,1,29,0.111,0.61,0.4419,1,29,0.002,0.28,0.6013,1,29,0.0,-13.33,6.801120210210962e-14,29,0.75,76.62,53.12,96.88,13.49,71.58,81.66,75.08,37.5,100.0,16.83,68.8,81.37,78.15,56.25,100.0,13.46,73.13,83.18,1.19,0.2453,29,0.2,0.368,0.031,0.142,0.45,3.65,0.0005116582067043748,29,-1.28,0.1056,29,0.10555980030134017,0.24,0.2089,30,0.482,0.45,0.0153,0.38,0.0434,0.3,0.1082,0.45,0.0153,0.34,0.0628,0.08,0.686,45.85,41.8,48.8,1.59,44.2,41.0,48.2,1.82,0.78,0.4,1.0,0.18
