,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,3.500000000000067,1
2,0,2,43,20.000000000000213,1
3,0,3,44,28.000000000000185,1
4,0,4,45,36.99999999999995,1
5,0,5,46,51.99999999999992,1
6,0,6,47,64.49999999999991,1
7,0,7,48,81.49999999999989,1
8,1,0,41,0.0,1
9,1,1,42,2.4999999999999876,1
10,1,2,43,11.000000000000064,1
11,1,3,44,22.00000000000007,1
12,1,4,45,31.000000000000174,1
13,1,5,46,30.99999999999997,1
14,1,6,47,51.49999999999992,1
15,1,7,48,79.5,1
16,2,0,41,0.0,1
17,2,1,42,2.5000000000000226,1
18,2,2,43,11.000000000000064,1
19,2,3,44,17.00000000000014,1
20,2,4,45,26.00000000000012,1
21,2,5,46,33.00000000000003,1
22,2,6,47,47.99999999999991,1
23,2,7,48,76.99999999999987,1
24,2,8,49,100.0,1
