trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,67.71257820003666,,0.011849200003780425,67.69624640000984,67.69664920005016,72.69611330004409,72.69612010009587,72.71259220002685,80.69597490003798,80.69597490003798,82.91273770004045,83.69603690004442,83.69603690004442,83.67959990003146,4.68,4.12,468,412,8,3,1.2,0.75,453,0,461,0.8,1,m,2.9360752999782562,None,sub-026,COM3,45.3,2024-02-19_12h55.40.615,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99394059379771,2024-02-19 12h55.54.491082 -0500,
1,0,1,0,83.69603690004442,,,,83.68077209999319,88.67962579999585,88.67963220004458,88.69608060002793,96.69613890000619,96.69613890000619,98.89617930003442,99.69621890003327,99.69621890003327,99.67968160007149,4.19,4.61,419,461,8,3,1.2,0.75,453,1,457,0.4,1,m,0.583753600018099,None,sub-026,COM3,45.3,2024-02-19_12h55.40.615,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99394059379771,2024-02-19 12h55.54.491082 -0500,
2,0,2,0,99.69621890003327,,,,99.68062060000375,104.67970410000999,104.67971090006176,104.69626170000993,112.67962640000042,112.67962640000042,114.89631260000169,115.67966600006912,115.67966600006912,115.6631831000559,4.64,4.16,463,416,8,3,1.2,0.75,453,2,456,0.3,1,m,0.8763258999679238,None,sub-026,COM3,45.3,2024-02-19_12h55.40.615,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99394059379771,2024-02-19 12h55.54.491082 -0500,
3,0,3,0,115.67966600006912,,,,115.66413700010162,120.66325660003349,120.66326310008299,120.67971110006329,128.66321360005531,128.66321360005531,130.87989660003223,131.663225300028,131.663225300028,131.64675830001943,4.74,4.06,474,405,8,3,1.2,0.75,453,3,456,0.3,1,m,1.6848567998968065,None,sub-026,COM3,45.3,2024-02-19_12h55.40.615,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99394059379771,2024-02-19 12h55.54.491082 -0500,
4,0,4,0,131.663225300028,,,,131.6476571999956,136.64682440005708,136.64683099999093,136.66328960005194,144.64670030004345,144.64670030004345,146.86339210008737,147.6467328000581,147.6467328000581,147.63025290006772,4.21,4.59,421,459,8,3,1.2,0.75,453,0,456,0.3,1,m,0.8378999999258667,None,sub-026,COM3,45.3,2024-02-19_12h55.40.615,2024_RDpaindiscrimination_QUEST,2023.2.3,59.99394059379771,2024-02-19 12h55.54.491082 -0500,
,,,,147.6467328000581,,,,147.63116590003483,152.6302690000739,152.63027550000697,152.6467615000438,160.63020030001644,160.63020030001644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
