,series,trial,intensity,rating,fired
0,0,0,41,1.3877787807814457e-16,1
1,0,1,42,0.0,1
2,0,2,43,5.000000000000067,1
3,0,3,44,13.0000000000001,1
4,0,4,45,43.00000000000013,1
5,0,5,46,44.50000000000002,1
6,0,6,47,57.99999999999987,1
7,0,7,48,97.99999999999997,1
8,1,0,41,3.0000000000001292,1
9,1,1,42,1.0000000000002005,1
10,1,2,43,6.500000000000023,1
11,1,3,44,15.500000000000139,1
12,1,4,45,15.500000000000103,1
13,1,5,46,18.500000000000107,1
14,1,6,47,49.50000000000011,1
15,1,7,48,84.99999999999997,1
16,2,0,41,0.0,1
17,2,1,42,1.5000000000001297,1
18,2,2,43,3.5000000000000937,1
19,2,3,44,5.499999999999988,1
20,2,4,45,13.500000000000172,1
21,2,5,46,21.000000000000103,1
22,2,6,47,39.50000000000014,1
23,2,7,48,90.50000000000014,1
