,series,trial,intensity,rating,fired
0,0,0,41,7.500000000000069,1
1,0,1,42,21.00000000000014,1
2,0,2,43,39.49999999999993,1
3,0,3,44,55.49999999999987,1
4,0,4,45,53.50000000000006,1
5,0,5,46,75.99999999999982,1
6,0,6,47,90.50000000000004,1
7,0,7,48,100.0,1
8,1,0,41,1.999999999999988,1
9,1,1,42,9.500000000000169,1
10,1,2,43,25.500000000000192,1
11,1,3,44,31.000000000000068,1
12,1,4,45,43.499999999999915,1
13,1,5,46,53.49999999999995,1
14,1,6,47,61.49999999999985,1
15,1,7,48,91.00000000000009,1
16,1,8,49,100.0,1
17,2,0,41,3.000000000000067,1
18,2,1,42,21.5000000000001,1
19,2,2,43,30.50000000000007,1
20,2,3,44,30.0,1
21,2,4,45,38.00000000000004,1
22,2,5,46,45.000000000000085,1
23,2,6,47,54.999999999999886,1
24,2,7,48,64.49999999999991,1
25,2,8,49,85.4999999999999,1
26,2,9,50,100.0,1
