series.thisRepN,series.thisTrialN,series.thisN,series.thisIndex,Ramp.thisRepN,Ramp.thisTrialN,Ramp.thisN,Ramp.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Welcome.started,Welcome.stopped,instructions2.started,instructions2.stopped,instructions_start_ramp.started,instructions_start_ramp.stopped,confirm_continue.started,key_resp_8.started,confirm_continue.stopped,intensity,wait1_dur,wait.started,wait.stopped,therm_trig.started,therm_trig.stopped,rating_scale.started,rating_scale.stopped,rating,ratingScale.response,ratingScale.rt,press_when_ready.started,text_2.started,key_resp_3.started,press_when_ready.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,bloc_terminé.started,bloc_terminé.stopped,compile_ramps.started,compile_ramps.stopped,deuxieme_start.started,deuxieme_start.stopped,press_when_ready2.started,text_9.started,press_when_ready2.stopped,wait_2.started,wait_2.stopped,therm_trig2.started,therm_trig2.stopped,rating_scale2.started,rating_scale2.stopped,keyResp_2.keys,therm_value,ratingScale_2.response,ratingScale_2.rt,thank_you_output_code.started,thank_you_output_code.stopped,participant,com_thermode,nramps,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,29.93474099971354,,0.01790849957615137,17.46836039982736,17.468368999660015,26.651676499750465,26.66469299979508,29.91838389961049,29.918742399662733,29.93474099971354,31.28510889969766,41,2.2,31.28532899962738,33.485036899801344,33.485045299865305,45.485400499776006,45.48540889983997,55.67048879992217,0.0,0.0,10.139,55.67067619971931,55.68505089962855,55.68505089962855,59.65209349989891,y,3.9666846999898553,None,,,,,,,,,,,,,,,,,,,,,,sub-063,COM3,3,2025-09-08_12h43.38.259,2024_RDpaindiscrimination_calibration,2023.2.3,60.01421141758343,2025-09-08 13h14.34.284281 -0400,
0,0,0,0,1,0,1,0,,,,,59.66835069982335,,,,,,,,59.65242929989472,59.66835069982335,60.01861869962886,42,2.4,60.01875599985942,62.41854549990967,62.4185535996221,74.41896129958332,74.4189686998725,82.63691219966859,0.0,0.0,8.196,82.63703549979255,82.65193389961496,82.65193389961496,84.26889099972323,y,1.6033711996860802,None,,,,,,,,,,,,,,,,,,,,,,sub-063,COM3,3,2025-09-08_12h43.38.259,2024_RDpaindiscrimination_calibration,2023.2.3,60.01421141758343,2025-09-08 13h14.34.284281 -0400,
0,0,0,0,2,0,2,0,,,,,84.28523409971967,,,,,,,,84.26915189996362,84.28523409971967,84.5022096997127,43,2.5,84.50232299976051,87.00207569962367,87.00208419980481,99.00212939968333,99.00213539972901,110.6538923997432,1.5000000000000002,1.5000000000000002,11.63,110.65404059970751,110.66889639990404,110.66889639990404,112.33589329989627,y,1.6578436000272632,None,,,,,,,,,,,,,,,,,,,,,,sub-063,COM3,3,2025-09-08_12h43.38.259,2024_RDpaindiscrimination_calibration,2023.2.3,60.01421141758343,2025-09-08 13h14.34.284281 -0400,
0,0,0,0,3,0,3,0,,,,,112.35217610001564,,,,,,,,112.33615839993581,112.35217610001564,112.56914399983361,44,2.1,112.56925929989666,114.66907899966463,114.6690871999599,126.6694536996074,126.66946080001071,130.97087829979137,1.499999999999997,1.499999999999997,4.279,130.9710188996978,130.98574559995905,130.98574559995905,132.5526797999628,y,1.5653218999505043,None,,,,,,,,,,,,,,,,,,,,,,sub-063,COM3,3,2025-09-08_12h43.38.259,2024_RDpaindiscrimination_calibration,2023.2.3,60.01421141758343,2025-09-08 13h14.34.284281 -0400,
0,0,0,0,4,0,4,0,,,,,132.56909979972988,,,,,,,,132.55293699959293,132.56909979972988,132.86944329971448,45,2.0,132.86957470001653,134.86923639988527,134.86924469983205,146.869628299959,146.86963529977947,155.93877789983526,4.500000000000164,4.500000000000164,9.046,155.93891019979492,155.95261929975823,155.95261929975823,158.28629049984738,y,2.3223685999400914,None,,,,,,,,,,,,,,,,,,,,,,sub-063,COM3,3,2025-09-08_12h43.38.259,2024_RDpaindiscrimination_calibration,2023.2.3,60.01421141758343,2025-09-08 13h14.34.284281 -0400,
0,0,0,0,5,0,5,0,,,,,158.30261359969154,,,,,,,,158.2865157998167,158.30261359969154,158.56966939987615,46,2.2,158.56980779999867,160.7695590998046,160.76956789987162,172.76988889975473,172.7698957999237,178.95596559997648,11.00000000000017,11.00000000000017,6.164,178.95609449967742,178.9695232999511,178.9695232999511,181.55326439999044,y,2.572837400250137,None,,,,,,,,,,,,,,,,,,,,,,sub-063,COM3,3,2025-09-08_12h43.38.259,2024_RDpaindiscrimination_calibration,2023.2.3,60.01421141758343,2025-09-08 13h14.34.284281 -0400,
0,0,0,0,6,0,6,0,,,,,181.5695525999181,,,,,,,,181.55352559965104,181.5695525999181,181.83654419984668,47,2.0,181.8366819997318,183.83646819973364,183.83647600002587,195.8367427997291,195.8367495997809,200.55480399960652,15.000000000000004,15.000000000000004,4.697,200.5549352997914,200.5697608999908,200.5697608999908,204.73678199993446,y,4.156734500080347,None,,,,,,,,,,,,,,,,,,,,,,sub-063,COM3,3,2025-09-08_12h43.38.259,2024_RDpaindiscrimination_calibration,2023.2.3,60.01421141758343,2025-09-08 13h14.34.284281 -0400,
0,0,0,0,7,0,7,0,,,,,204.75317399995402,,,,,,,,204.73701019957662,204.75317399995402,205.02022109972313,48,2.0,205.02035899972543,207.02001479966566,207.02002499997616,219.02048219973221,219.02049080003053,231.8222144995816,23.5000000000002,23.5000000000002,12.779,231.8223539995961,231.83674119971693,231.83674119971693,234.68704799981788,n,2.833758399821818,None,,,,,,,,,,,,,,,,,,,,,,sub-063,COM3,3,2025-09-08_12h43.38.259,2024_RDpaindiscrimination_calibration,2023.2.3,60.01421141758343,2025-09-08 13h14.34.284281 -0400,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.6872242996469,238.68703359970823,,,,,,,,,,,,,,,,,,,,sub-063,COM3,3,2025-09-08_12h43.38.259,2024_RDpaindiscrimination_calibration,2023.2.3,60.01421141758343,2025-09-08 13h14.34.284281 -0400,
1,0,1,0,0,0,0,0,,,,,301.5875197998248,,,,,,238.68715999973938,301.57110689999536,301.5714737996459,301.5875197998248,302.2878148998134,41,2.3,302.288004799746,304.58766329986975,304.5876716999337,316.58772689988837,316.5877332999371,320.95626779971644,0.0,0.0,4.348,320.95643389970064,320.97107319999486,320.97107319999486,322.68798849964514,y,1.7033266997896135,None,,,,,,,,,,,,,,,,,,,,,,sub-063,COM3,3,2025-09-08_12h43.38.259,2024_RDpaindiscrimination_calibration,2023.2.3,60.01421141758343,2025-09-08 13h14.34.284281 -0400,
