,neutral,z1,z2,z3,z4,z5
0,37.9,37.8,38.0,38.1,38.0,37.8
1,37.9,37.8,38.0,38.1,38.0,37.8
2,37.9,38.0,38.1,38.2,38.1,38.1
3,37.9,39.1,38.9,38.9,38.9,39.1
4,37.8,40.7,40.3,40.4,40.3,40.6
5,37.8,42.1,41.8,41.8,41.8,42.0
6,37.8,43.3,43.0,43.0,43.0,43.2
7,37.7,44.8,44.3,44.4,44.4,44.6
8,37.7,46.1,45.7,45.7,45.7,45.9
9,37.6,46.9,46.5,46.5,46.5,46.7
10,37.6,46.8,46.5,46.5,46.5,46.7
11,37.6,46.7,46.4,46.4,46.4,46.6
12,37.6,46.8,46.5,46.5,46.5,46.6
13,37.6,46.8,46.5,46.5,46.5,46.6
14,37.6,46.7,46.5,46.5,46.5,46.6
15,37.6,46.8,46.5,46.5,46.6,46.6
16,37.6,46.8,46.6,46.6,46.6,46.7
17,37.6,46.8,46.6,46.6,46.6,46.7
18,37.6,46.8,46.6,46.6,46.6,46.7
19,37.6,46.8,46.6,46.6,46.6,46.7
20,37.6,46.8,46.6,46.6,46.6,46.7
21,37.7,46.8,46.6,46.6,46.6,46.7
22,37.7,46.8,46.6,46.6,46.6,46.7
23,37.7,46.8,46.6,46.6,46.6,46.7
24,37.7,46.8,46.6,46.6,46.6,46.7
25,37.7,46.8,46.6,46.6,46.6,46.7
26,37.7,46.8,46.6,46.6,46.6,46.7
27,37.7,46.8,46.6,46.6,46.6,46.7
28,37.7,46.8,46.6,46.6,46.6,46.7
29,37.7,46.8,46.6,46.6,46.6,46.7
30,37.7,46.8,46.6,46.6,46.6,46.7
31,37.7,46.8,46.6,46.6,46.6,46.7
32,37.7,46.8,46.6,46.6,46.6,46.7
33,37.7,46.8,46.7,46.6,46.6,46.7
34,37.8,46.8,46.7,46.6,46.6,46.7
35,37.8,46.8,46.7,46.6,46.6,46.7
36,37.8,46.8,46.7,46.6,46.6,46.7
37,37.8,46.8,46.7,46.7,46.7,46.7
38,37.8,46.8,46.7,46.7,46.7,46.7
39,37.8,46.8,46.7,46.7,46.7,46.7
40,37.8,46.8,46.7,46.7,46.7,46.7
41,37.8,46.8,46.7,46.7,46.7,46.7
42,37.8,46.8,46.7,46.7,46.7,46.7
43,37.8,46.8,46.7,46.7,46.7,46.7
44,37.8,46.8,46.7,46.7,46.7,46.7
45,37.8,46.8,46.7,46.7,46.7,46.7
46,37.8,46.8,46.7,46.7,46.7,46.7
47,37.8,46.8,46.7,46.7,46.7,46.7
48,37.8,46.8,46.7,46.7,46.7,46.7
49,37.8,46.8,46.7,46.7,46.7,46.7
50,37.8,46.8,46.7,46.7,46.7,46.7
51,37.8,46.8,46.7,46.7,46.7,46.7
52,37.8,46.8,46.7,46.7,46.7,46.7
53,37.8,46.8,46.7,46.7,46.7,46.7
54,37.8,46.8,46.7,46.7,46.7,46.7
55,37.8,46.8,46.7,46.7,46.7,46.7
56,37.8,46.8,46.7,46.7,46.7,46.7
57,37.8,46.8,46.7,46.7,46.7,46.7
58,37.8,46.8,46.7,46.7,46.7,46.7
59,37.8,46.8,46.7,46.7,46.7,46.7
60,37.8,46.8,46.7,46.7,46.7,46.7
61,37.8,46.8,46.7,46.7,46.7,46.8
62,37.8,46.8,46.7,46.7,46.7,46.8
63,37.8,46.8,46.7,46.7,46.7,46.8
64,37.8,46.8,46.7,46.7,46.7,46.8
65,37.8,46.8,46.7,46.7,46.7,46.8
66,37.8,46.8,46.7,46.7,46.7,46.8
67,37.8,46.8,46.7,46.7,46.7,46.8
68,37.8,46.8,46.7,46.7,46.7,46.8
69,37.8,46.8,46.7,46.7,46.7,46.8
70,37.8,46.8,46.7,46.7,46.7,46.8
71,37.8,46.8,46.7,46.7,46.7,46.8
72,37.8,46.8,46.7,46.7,46.7,46.8
73,37.8,46.8,46.7,46.7,46.7,46.8
74,37.8,46.8,46.7,46.7,46.7,46.8
75,37.8,46.8,46.7,46.7,46.7,46.8
76,37.8,46.8,46.7,46.7,46.8,46.8
77,37.8,46.8,46.8,46.8,46.8,46.8
78,37.8,46.8,46.9,46.9,46.9,46.9
79,37.8,46.8,46.9,46.9,46.9,46.8
80,37.8,46.8,46.8,46.8,46.8,46.8
81,37.8,46.8,46.8,46.8,46.8,46.8
82,37.8,46.8,46.8,46.8,46.8,46.8
83,37.9,46.8,46.8,46.8,46.8,46.8
84,37.9,46.8,46.8,46.8,46.8,46.8
85,37.9,46.8,46.8,46.8,46.8,46.8
86,37.9,46.8,46.8,46.8,46.8,46.8
87,37.9,46.8,46.7,46.5,46.7,46.8
88,37.9,46.7,46.3,46.0,46.4,46.8
89,37.9,46.6,46.1,46.1,46.2,46.8
90,37.8,46.5,46.2,46.3,46.3,46.8
91,37.8,46.6,46.3,46.3,46.3,46.8
92,37.8,46.6,46.3,46.3,46.3,46.7
93,37.7,46.6,46.4,46.4,46.4,46.7
94,37.7,46.6,46.4,46.4,46.5,46.7
95,37.7,46.7,46.4,46.4,46.5,46.7
96,37.7,46.6,46.4,46.4,46.5,46.7
97,37.7,46.6,46.5,46.5,46.5,46.7
98,37.7,46.1,46.1,46.0,46.0,46.2
99,37.8,42.5,42.9,42.7,42.6,42.3
100,37.9,37.5,38.2,37.9,37.8,37.0
101,38.1,37.1,37.2,37.2,37.2,37.0
102,38.1,38.5,38.3,38.4,38.4,38.7
103,38.2,37.9,38.3,38.1,38.1,37.7
104,38.2,37.4,37.7,37.6,37.6,37.2
105,38.2,38.0,37.8,37.8,37.8,38.2
106,38.2,38.3,38.1,38.2,38.2,38.2
107,38.2,38.0,38.2,38.2,38.2,37.5
108,38.2,37.8,38.2,38.1,38.1,37.7
109,38.2,37.8,38.1,38.1,38.1,38.2
110,38.1,37.9,38.1,38.1,38.1,38.3
111,38.1,38.0,38.1,38.1,38.1,38.1
