,linear,hyper,para,expo,win_model,target_ratings,selected_intensities,extrapolated_ratings
fitted,"[-7.21227451e+00 -6.01236815e+00 -4.81246180e+00 -3.61255545e+00
 -2.41264909e+00 -1.21274274e+00 -1.28363856e-02  1.18706997e+00
  2.38697632e+00  3.58688267e+00  4.78678903e+00  5.98669538e+00
  7.18660173e+00  8.38650809e+00  9.58641444e+00  1.07863208e+01
  1.19862271e+01  1.31861335e+01  1.43860399e+01  1.55859462e+01
  1.67858526e+01  1.79857589e+01  1.91856653e+01  2.03855716e+01
  2.15854780e+01  2.27853843e+01  2.39852907e+01  2.51851970e+01
  2.63851034e+01  2.75850097e+01  2.87849161e+01  2.99848224e+01
  3.11847288e+01  3.23846352e+01  3.35845415e+01  3.47844479e+01
  3.59843542e+01  3.71842606e+01  3.83841669e+01  3.95840733e+01
  4.07839796e+01  4.19838860e+01  4.31837923e+01  4.43836987e+01
  4.55836050e+01  4.67835114e+01  4.79834177e+01  4.91833241e+01
  5.03832305e+01  5.15831368e+01  5.27830432e+01  5.39829495e+01
  5.51828559e+01  5.63827622e+01  5.75826686e+01  5.87825749e+01
  5.99824813e+01  6.11823876e+01  6.23822940e+01  6.35822003e+01
  6.47821067e+01  6.59820130e+01  6.71819194e+01  6.83818258e+01
  6.95817321e+01  7.07816385e+01  7.19815448e+01  7.31814512e+01
  7.43813575e+01  7.55812639e+01  7.67811702e+01  7.79810766e+01]","[-7.598787   -6.30832868 -5.02136725 -3.73788854 -2.45787841 -1.18132282
  0.09179219  1.36148051  2.62775595  3.89063227  5.15012313  6.40624212
  7.65900277  8.90841852 10.15450276 11.39726879 12.63672985 13.87289911
 15.10578965 16.33541452 17.56178666 18.78491897 20.00482426 21.2215153
 22.43500477 23.64530528 24.8524294  26.05638961 27.25719833 28.45486792
 29.64941068 30.84083883 32.02916454 33.21439991 34.39655699 35.57564774
 36.75168408 37.92467787 39.0946409  40.2615849  41.42552153 42.58646242
 43.74441911 44.89940309 46.0514258  47.2004986  48.34663282 49.48983971
 50.63013048 51.76751627 52.90200816 54.03361718 55.16235432 56.28823048
 57.41125654 58.53144329 59.6488015  60.76334187 61.87507504 62.9840116
 64.09016209 65.193537   66.29414676 67.39200176 68.48711232 69.57948873
 70.6691412  71.75607992 72.840315   73.92185653 75.00071453 76.07689898]","[ 15.93769377  15.01629904  14.15639114  13.3579701   12.62103589
  11.94558853  11.33162802  10.77915435  10.28816752   9.85866754
   9.49065441   9.18412812   8.93908867   8.75553607   8.63347032
   8.5728914    8.57379934   8.63619412   8.76007574   8.94544421
   9.19229952   9.50064167   9.87047068  10.30178652  10.79458921
  11.34887875  11.96465513  12.64191835  13.38066842  14.18090534
  15.0426291   15.9658397   16.95053715  17.99672144  19.10439258
  20.27355057  21.50419539  22.79632707  24.14994558  25.56505094
  27.04164315  28.5797222   30.1792881   31.84034084  33.56288042
  35.34690685  37.19242013  39.09942025  41.06790721  43.09788102
  45.18934168  47.34228918  49.55672352  51.83264471  54.17005274
  56.56894762  59.02932934  61.55119791  64.13455332  66.77939557
  69.48572468  72.25354062  75.08284341  77.97363305  80.92590953
  83.93967285  87.01492302  90.15166004  93.34988389  96.6095946
  99.93079215 103.31347654]","[34.78444998 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998
 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998
 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998
 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998
 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998
 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998
 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998
 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998
 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998
 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998
 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998
 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998 34.78444998]",para,"[30.0, 60.0]","[45.20000000000006, 46.60000000000008]","[30.179288098279358, 59.02932933937154]"
sse,5456.823520271076,5697.6400854739095,3101.5571785554234,14970.889374621827,para,"[30.0, 60.0]","[45.20000000000006, 46.60000000000008]","[30.179288098279358, 59.02932933937154]"
params,[-499.17387934   11.99906353    1.        ],[ 9.43544671e+02 -7.00097362e+04  3.26058642e+01],[ 5.57428364e+03 -2.61617445e+02  3.07434224e+00],[ 34.78444998 -10.74478372 -42.14211264],para,"[30.0, 60.0]","[45.20000000000006, 46.60000000000008]","[30.179288098279358, 59.02932933937154]"
stim_val,"[44.100000000000044, 46.60000000000008]","[44.00000000000004, 46.60000000000008]","[45.20000000000006, 46.60000000000008]","[41.0, 41.0]",para,"[30.0, 60.0]","[45.20000000000006, 46.60000000000008]","[30.179288098279358, 59.02932933937154]"
fitted_val,"[29.984822446089197, 59.98248127776412]","[29.649410677005676, 59.648801503004734]","[30.179288098279358, 59.02932933937154]","[34.78444998000565, 34.78444998000565]",para,"[30.0, 60.0]","[45.20000000000006, 46.60000000000008]","[30.179288098279358, 59.02932933937154]"
