trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_test.thisRepN,loop_test.thisTrialN,loop_test.thisN,loop_test.thisIndex,loop_eval_discri.thisRepN,loop_eval_discri.thisTrialN,loop_eval_discri.thisN,loop_eval_discri.thisIndex,loop_eval.thisRepN,loop_eval.thisTrialN,loop_eval.thisN,loop_eval.thisIndex,loop_discri.thisRepN,loop_discri.thisTrialN,loop_discri.thisN,loop_discri.thisIndex,thisRow.t,notes,Set_up.started,Set_up.stopped,electrode_check.started,electrode_check.stopped,instructions_eval.started,instructions_eval.stopped,pause_5_test.started,pause_5_test.stopped,Phase_Test.started,thermode_locali.started,Phase_Test.stopped,loca_thermode,condition,temp_trial_sent,eval_douleur.started,eval_douleur.stopped,ratingScale.response,ratingScale.rt,thermode_locali.stopped,Fin_test.started,text.started,Fin_test.stopped,pause_5_EVA.started,pause_5_EVA.stopped,tâche_EVA.started,thermode_locali_EVA.started,tâche_EVA.stopped,thermode_locali_EVA.stopped,instructions_discrim.started,instructions_discrim.stopped,pause_5_pic.started,pause_5_pic.stopped,tâche_PIC.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,tâche_PIC.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,dur_pic,dur_rise,pic_presence,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,break_entre_bloc.started,break_entre_bloc.stopped,merci.started,merci.stopped,participant,temp_flat,temp_active,temp_pic_set,com_thermode,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,193.12908289999905,,0.02045449999786797,186.57910160000029,186.57946349999838,187.9124445999987,187.91245079999862,193.1124815999974,193.11277599999812,198.11255479999818,198.11256049999793,198.12946309999825,210.11263639999743,0,inactive,45.6,210.11286269999982,215.9475371999979,41.99999999999999,5.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,215.9626035000001,,,,,,,,215.9487498999988,220.94603559999814,220.9460411,220.9626971999969,232.94637629999852,1,active,43.1,232.94652999999744,236.39770719999797,32.50000000000003,3.432,232.9794879000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,236.4129615999991,,,,,,,,236.39879859999928,241.3963870999978,241.3963924999989,241.41304969999692,253.39653719999842,2,inactive,45.6,253.39669609999692,260.0313849999984,29.00000000000018,6.614,253.4296880999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,260.046471499998,,,,,,,,260.0321073999985,265.0298989999974,265.0299036999968,265.0465650999977,277.0303744999983,3,active,43.1,277.0305071999974,280.88066919999983,10.000000000000133,3.831,277.0634057999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,280.8968043999994,,,,,,,,280.88144699999975,285.88012329999765,285.8801287999995,285.8967279999997,297.88043729999845,0,active,43.1,297.88057919999846,300.7645752999997,2.000000000000094,2.864,297.9135581999981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,300.7803490999977,,,,,,,,300.7653341999976,305.7637859999995,305.7637905999982,305.78054489999704,317.7639307999998,1,inactive,45.6,317.76407259999905,322.0649143999981,36.00000000000005,4.281,317.79707739999867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,322.0805647999987,,,,,,,,322.0656569999992,327.0639315999979,327.06393639999806,327.0805979999968,339.06429939999725,2,active,43.1,339.06444219999685,341.76611989999947,4.9999999999999964,2.682,339.0973247999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,7,0,7,0,,,,,,,,,,,,,341.78081459999885,,,,,,,,341.7672520999986,346.76416179999796,346.76416739999695,346.78081929999826,358.76451989999987,3,inactive,45.6,358.7646563999988,363.4328979999991,44.50000000000013,4.649,358.7976592999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,8,0,8,0,,,,,,,,,,,,,363.447717199997,,,,,,,,363.4336332999992,368.43114859999696,368.4311540999988,368.4477791999998,380.431392399998,0,inactive,45.6,380.4315257999988,383.3662082999981,58.49999999999994,2.915,380.46444429999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,9,0,9,0,,,,,,,,,,,,,383.3811724999978,,,,,,,,383.3669603999988,388.36461059999783,388.36461529999724,388.3813377999977,400.36492369999905,1,active,43.1,400.36506539999755,402.94942230000015,30.0,2.564,400.39812489999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,10,0,10,0,,,,,,,,,,,,,402.9648492999986,,,,,,,,402.95014359999914,407.94829219999883,407.948296999999,407.96484489999784,419.948408799999,2,inactive,45.6,419.9485397999997,422.56646790000013,59.999999999999964,2.598,419.98161099999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,11,0,11,0,,,,,,,,,,,,,422.58164749999924,,,,,,,,422.56717930000013,427.56503619999785,427.5650413999974,427.58169089999865,439.56556259999707,3,inactive,45.6,439.56570049999937,443.1174100999997,61.49999999999993,3.532,439.5985652999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,12,0,12,0,,,,,,,,,,,,,443.13195169999744,,,,,,,,443.1181886999984,448.1153990999992,448.1154040000001,448.1320063999992,460.11562199999753,0,active,43.1,460.1157686999977,463.5999093999999,1.5000000000001652,3.464,460.14873369999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,13,0,13,0,,,,,,,,,,,,,463.6155207999982,,,,,,,,463.6009720999973,468.598961599997,468.5989665999987,468.61558460000015,480.5991455000003,1,inactive,45.6,480.59927959999914,483.7334202999991,27.99999999999998,3.115,480.63236739999775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,14,0,14,0,,,,,,,,,,,,,483.7490915999988,,,,,,,,483.7342107000004,488.73242709999977,488.73243229999935,488.7490889999972,500.7328199000003,2,active,43.1,500.73295809999763,502.95024459999695,40.0,2.197,500.76593189999767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,15,0,15,0,,,,,,,,,,,,,502.96596659999705,,,,,,,,502.95150300000023,507.9494307999994,507.94943649999914,507.96602559999883,519.9496980999975,3,active,43.1,519.9498349999994,523.0010019000001,40.0,3.031,519.9827339999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,539.8997101999994,,,,,,536.6000967,539.8831179999979,,,,,,0,active,45.6,556.8831570999973,561.1513707999984,10.0,4.249,,523.0015717999995,523.0161939999998,536.599750399997,539.8833909999994,544.8831568999994,544.8831624999984,544.8997858000002,556.8831498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-076,45.6,43.1,46.3,COM3,2026-05-13_15h34.28.904,2024_RDpaindiscrimination_maintask,2023.2.3,59.987894442818785,2026-05-13 15h34.53.692068 -0400,
