,series,trial,intensity,rating,fired
0,0,0,41,6.730727086790012e-14,1
1,0,1,42,0.0,1
2,0,2,43,18.000000000000107,1
3,0,3,44,35.00000000000013,1
4,0,4,45,71.99999999999982,1
5,0,5,46,100.0,1
6,1,0,41,9.395262345890387e-14,1
7,1,1,42,0.0,1
8,1,2,43,0.5000000000000229,1
9,1,3,44,16.500000000000078,1
10,1,4,45,71.99999999999996,1
11,1,5,46,100.0,1
12,2,0,41,0.0,1
13,2,1,42,0.0,1
14,2,2,43,15.500000000000005,1
15,2,3,44,21.000000000000078,1
16,2,4,45,50.500000000000036,1
17,2,5,46,77.9999999999999,1
18,2,6,47,100.0,1
