,series,trial,intensity,rating,fired
0,0,0,41,0.0,1
1,0,1,42,0.0,1
2,0,2,43,0.0,1
3,0,3,44,1.499999999999997,1
4,0,4,45,10.500000000000204,1
5,0,5,46,35.500000000000156,1
6,0,6,47,56.49999999999994,1
7,0,7,48,88.99999999999991,1
8,0,8,49,100.0,1
9,1,0,41,0.0,1
10,1,1,42,0.49999999999998795,1
11,1,2,43,11.000000000000064,1
12,1,3,44,8.000000000000025,1
13,1,4,45,12.000000000000073,1
14,1,5,46,43.49999999999993,1
15,1,6,47,59.0,1
16,1,7,48,94.00000000000009,1
17,2,0,41,0.0,1
18,2,1,42,0.0,1
19,2,2,43,0.0,1
20,2,3,44,0.0,1
21,2,4,45,3.500000000000067,1
22,2,5,46,21.000000000000007,1
23,2,6,47,39.99999999999993,1
24,2,7,48,74.99999999999994,1
25,2,8,49,100.0,1
