,series,trial,intensity,rating,fired
0,0,0,41,14.000000000000066,1
1,0,1,42,20.999999999999996,1
2,0,2,43,30.0,1
3,0,3,44,51.49999999999996,1
4,0,4,45,63.99999999999992,1
5,0,5,46,63.999999999999986,1
6,0,6,47,66.99999999999987,1
7,1,0,41,6.0000000000000675,1
8,1,1,42,10.500000000000027,1
9,1,2,43,14.500000000000101,1
10,1,3,44,19.500000000000107,1
11,1,4,45,37.50000000000008,1
12,1,5,46,50.00000000000007,1
13,1,6,47,53.99999999999995,1
14,1,7,48,65.49999999999984,1
15,2,0,41,17.500000000000174,1
16,2,1,42,14.500000000000208,1
17,2,2,43,18.500000000000036,1
18,2,3,44,22.00000000000017,1
19,2,4,45,24.500000000000092,1
20,2,5,46,36.49999999999998,1
21,2,6,47,54.499999999999986,1
22,2,7,48,70.0,1
