,total_participants,total_males,total_females,total_others,mean_age,min_age,max_age,age_males_mean,age_females_mean,age_others_mean,age_males_min,age_females_min,age_others min,age_males_max,age_females_max,age_others_max
0,44,11,32,1,27.727272727272727,19.0,58.0,27.818181818181817,27.40625,37.0,20.0,19.0,37.0,49.0,58.0,37.0
