,p_val,t_low_bound,p_low_bound,df_low_bound,t_high_bound,p_high_bound,df_high_bound,mean_diff,cohen_dz_bounds,sd_diff,raw_diff,n_participants
0,0.004820856832925404,4.7172666434789,1.2703886750882813e-05,43.0,-2.709337312728684,0.004820856832925404,43.0,0.018952922077922076,0.56,0.12522299515356838,0.0701248772859983,44
