,temp_pic_mean_all,temp_pic_max_all,temp_pic_min_all,temp_plateau_mean_all,temp_plateau_max_all,temp_plateau_min_all,temp_placebo_mean_all,temp_placebo_max_all,temp_placebo_min_all,temp_pic_sd,temp_plateau_sd,temp_placebo_sd
0,0.7411363636363636,1.0,-0.9,45.78636363636363,48.8,41.8,44.08181818181818,48.2,41.0,0.30323232254763366,1.6646238361432404,1.8424292264685374
