trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,loop_test.thisRepN,loop_test.thisTrialN,loop_test.thisN,loop_test.thisIndex,loop_eval_discri.thisRepN,loop_eval_discri.thisTrialN,loop_eval_discri.thisN,loop_eval_discri.thisIndex,loop_eval.thisRepN,loop_eval.thisTrialN,loop_eval.thisN,loop_eval.thisIndex,loop_discri.thisRepN,loop_discri.thisTrialN,loop_discri.thisN,loop_discri.thisIndex,thisRow.t,notes,Set_up.started,Set_up.stopped,electrode_check.started,electrode_check.stopped,instructions_eval.started,instructions_eval.stopped,pause_5_test.started,pause_5_test.stopped,Phase_Test.started,thermode_locali.started,Phase_Test.stopped,loca_thermode,condition,temp_trial_sent,eval_douleur.started,eval_douleur.stopped,ratingScale.response,ratingScale.rt,thermode_locali.stopped,Fin_test.started,text.started,Fin_test.stopped,pause_5_EVA.started,pause_5_EVA.stopped,tâche_EVA.started,thermode_locali_EVA.started,tâche_EVA.stopped,thermode_locali_EVA.stopped,instructions_discrim.started,instructions_discrim.stopped,pause_5_pic.started,pause_5_pic.stopped,tâche_PIC.started,thermode_locali_pic.started,percu_or.started,responser.started,thermode_locali_pic.stopped,percu_or.stopped,responser.stopped,tâche_PIC.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,dur_pic,dur_rise,pic_presence,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,break_entre_bloc.started,break_entre_bloc.stopped,merci.started,merci.stopped,participant,temp_flat,temp_active,temp_pic_set,com_thermode,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,110.01797569997143,,0.01680720003787428,90.75130360003095,90.75167460006196,94.10136730002705,94.10137499996927,110.0015195000451,110.00181629997678,115.00148650002666,115.00149170006625,115.01962869998533,127.0016525000101,0,active,44.8,127.00188200001139,129.37110170000233,8.00000000000006,2.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-055,46,44.8,46.95,COM3,2025-06-03_10h22.16.235,2024_RDpaindiscrimination_maintask,2023.2.3,59.99869204649291,2025-06-03 10h22.35.884664 -0400,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,129.38503620005213,,,,,,,,129.3720020999899,134.36847450002097,134.36847940005828,134.38496940000914,146.36886930000037,1,active,44.8,146.3690102000255,148.25307820003945,8.500000000000025,1.863,146.40183610003442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-055,46,44.8,46.95,COM3,2025-06-03_10h22.16.235,2024_RDpaindiscrimination_maintask,2023.2.3,59.99869204649291,2025-06-03 10h22.35.884664 -0400,
0,0,0,0,2,0,2,0,,,,,,,,,,,,,148.2685147000011,,,,,,,,148.25383349996991,153.2520564000588,153.25206379999872,153.26858210004866,165.252363699954,2,inactive,46.0,165.2524988000514,167.80177430005278,25.500000000000085,2.529,165.28538650006521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-055,46,44.8,46.95,COM3,2025-06-03_10h22.16.235,2024_RDpaindiscrimination_maintask,2023.2.3,59.99869204649291,2025-06-03 10h22.35.884664 -0400,
0,0,0,0,3,0,3,0,,,,,,,,,,,,,167.81876160006505,,,,,,,,167.80206590006128,172.80216680001467,172.80217170005199,172.81882140005473,184.80226719996426,3,active,44.8,184.80240599997342,187.32065110001713,7.000000000000095,2.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-055,46,44.8,46.95,COM3,2025-06-03_10h22.16.235,2024_RDpaindiscrimination_maintask,2023.2.3,59.99869204649291,2025-06-03 10h22.35.884664 -0400,
0,0,0,0,4,0,4,0,,,,,,,,,,,,,187.33564559998922,,,,,,,,187.32143630005885,192.3191642999882,192.3191702000331,192.3356977000367,204.31946709996555,0,inactive,46.0,204.31960439996328,207.02046639996115,14.50000000000003,2.681,204.35250439995434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-055,46,44.8,46.95,COM3,2025-06-03_10h22.16.235,2024_RDpaindiscrimination_maintask,2023.2.3,59.99869204649291,2025-06-03 10h22.35.884664 -0400,
0,0,0,0,5,0,5,0,,,,,,,,,,,,,207.03587150003295,,,,,,,,207.02127749996725,212.01942559995223,212.01943129999563,212.03592549997848,224.01966680004261,1,inactive,46.0,224.01980520004872,226.32128779997583,22.50000000000003,2.281,224.05273039999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-055,46,44.8,46.95,COM3,2025-06-03_10h22.16.235,2024_RDpaindiscrimination_maintask,2023.2.3,59.99869204649291,2025-06-03 10h22.35.884664 -0400,
0,0,0,0,6,0,6,0,,,,,,,,,,,,,226.33605799998622,,,,,,,,226.32204150001053,231.31960829999298,231.3196137000341,231.33610730001237,243.31986090005375,2,active,44.8,243.31999890005682,246.70610920002218,7.000000000000095,3.366,243.3528696000576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-055,46,44.8,46.95,COM3,2025-06-03_10h22.16.235,2024_RDpaindiscrimination_maintask,2023.2.3,59.99869204649291,2025-06-03 10h22.35.884664 -0400,
0,0,0,0,7,0,7,0,,,,,,,,,,,,,246.7196153999539,,,,,,,,246.7069269999629,251.70318379998207,251.70318960002623,251.71972140006255,263.70348110003397,3,inactive,46.0,263.703621200053,265.95555850001983,15.000000000000103,2.232,263.7365344000282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-055,46,44.8,46.95,COM3,2025-06-03_10h22.16.235,2024_RDpaindiscrimination_maintask,2023.2.3,59.99869204649291,2025-06-03 10h22.35.884664 -0400,
0,0,0,0,8,0,8,0,,,,,,,,,,,,,265.96990040002856,,,,,,,,265.9563600999536,270.9534324000124,270.95343800005503,270.96995090006385,282.95375200000126,0,inactive,46.0,282.95389620005153,287.0720566000091,10.000000000000071,4.098,282.98667959996965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-055,46,44.8,46.95,COM3,2025-06-03_10h22.16.235,2024_RDpaindiscrimination_maintask,2023.2.3,59.99869204649291,2025-06-03 10h22.35.884664 -0400,
0,0,0,0,9,0,9,0,,,,,,,,,,,,,287.08681909996085,,,,,,,,287.0728145999601,292.0703464000253,292.0703519999515,292.0869245000649,304.07073819998186,1,active,44.8,304.07087870000396,306.62162400002126,3.5000000000000937,2.53,304.10358900006395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-055,46,44.8,46.95,COM3,2025-06-03_10h22.16.235,2024_RDpaindiscrimination_maintask,2023.2.3,59.99869204649291,2025-06-03 10h22.35.884664 -0400,
